"","actual_class","predicted_class"
"1026","left","center"
"1027","left","leanleft"
"1028","left","leanleft"
"1029","left","left"
"1030","left","left"
"1031","left","leanleft"
"1032","left","leanleft"
"1033","left","left"
"1034","left","left"
"1035","left","leanleft"
"1036","left","left"
"1037","left","leanright"
"1038","left","leanleft"
"1039","left","left"
"1040","left","leanleft"
"1041","left","left"
"1042","left","left"
"1043","left","left"
"1044","left","left"
"1045","left","left"
"1046","left","leanright"
"1047","left","right"
"1048","left","leanleft"
"1049","left","left"
"1050","left","left"
"1051","left","leanright"
"1052","left","left"
"1053","left","left"
"1054","left","right"
"1055","left","left"
"1056","left","leanleft"
"1057","left","leanleft"
"1058","left","leanleft"
"1059","left","left"
"1060","left","left"
"1061","left","left"
"1062","left","left"
"1063","left","leanleft"
"1064","left","center"
"1065","left","left"
"1066","left","left"
"1067","left","left"
"1068","left","leanleft"
"1069","left","left"
"1070","left","right"
"1071","left","left"
"1072","left","left"
"1073","left","left"
"1074","left","left"
"1075","left","left"
"1076","left","left"
"1077","left","left"
"1078","left","right"
"1079","left","left"
"1080","left","left"
"1081","left","leanleft"
"1082","left","left"
"1083","left","leanleft"
"1084","left","center"
"1085","left","left"
"1086","left","left"
"1087","left","leanright"
"1088","left","right"
"1089","left","center"
"1090","left","right"
"1091","left","left"
"1092","left","center"
"1093","left","left"
"1094","left","left"
"1095","left","left"
"1096","left","left"
"1097","left","left"
"1098","left","left"
"1099","left","center"
"1100","left","left"
"1101","left","left"
"1102","left","left"
"1103","left","leanright"
"1104","left","left"
"1105","left","left"
"1106","left","left"
"1107","left","left"
"1108","left","left"
"1109","left","left"
"1110","left","left"
"1111","left","left"
"1112","left","left"
"1113","left","left"
"1114","left","left"
"1115","left","right"
"1116","left","left"
"1117","left","right"
"1118","left","center"
"1119","left","right"
"1120","left","leanright"
"1121","left","center"
"1122","left","leanright"
"1123","left","left"
"1124","left","left"
"1125","left","left"
"1126","left","right"
"1127","left","left"
"1128","left","leanleft"
"1129","left","left"
"1130","left","left"
"1131","left","left"
"1132","left","center"
"1133","left","left"
"1134","left","right"
"1135","left","leanleft"
"1136","left","leanright"
"1137","left","left"
"1138","left","leanright"
"1139","left","right"
"1140","left","left"
"1141","left","left"
"1142","left","left"
"1143","left","left"
"1144","left","left"
"1145","left","left"
"1146","left","left"
"1147","left","center"
"1148","left","left"
"1149","left","left"
"1150","left","right"
"1151","left","leanleft"
"1152","left","left"
"1153","left","left"
"1154","left","leanright"
"1155","left","right"
"1156","left","leanright"
"1157","left","left"
"1158","left","right"
"1159","left","left"
"1160","left","right"
"1161","left","left"
"1162","left","left"
"1163","left","left"
"1164","left","left"
"1165","left","left"
"1166","left","left"
"1167","left","left"
"1168","left","left"
"1169","left","left"
"1170","left","leanright"
"1171","left","left"
"1172","left","leanleft"
"1173","left","left"
"1174","left","left"
"1175","left","center"
"1176","left","left"
"1177","left","leanright"
"1178","left","right"
"1179","left","leanright"
"1180","left","left"
"1181","left","leanleft"
"1182","left","left"
"1183","left","left"
"1184","left","left"
"1185","left","leanleft"
"1186","left","left"
"1187","left","left"
"1188","left","leanleft"
"1189","left","center"
"1190","left","left"
"1191","left","right"
"1192","left","left"
"1193","left","left"
"1194","left","left"
"1195","left","left"
"1196","left","right"
"1197","left","left"
"1198","left","left"
"1199","left","right"
"1200","left","center"
"1201","left","left"
"1202","left","left"
"1203","left","left"
"1204","left","leanright"
"1205","left","center"
"1206","left","left"
"1207","left","center"
"1208","left","left"
"1209","left","right"
"1210","left","right"
"1211","left","left"
"1212","left","left"
"1213","left","left"
"1214","left","center"
"1215","left","left"
"1216","left","left"
"1217","left","leanright"
"1218","left","left"
"1219","left","left"
"1220","left","left"
"1221","left","left"
"1222","left","leanleft"
"1223","left","left"
"1224","left","leanright"
"1225","left","leanright"
"1226","left","left"
"1227","left","left"
"1228","left","left"
"1229","left","leanright"
"1230","left","left"
"1231","left","left"
"1232","left","leanleft"
"1233","left","center"
"1234","left","right"
"1235","left","left"
"1236","left","left"
"1237","left","right"
"1238","left","left"
"1239","left","center"
"1240","left","left"
"1241","left","leanleft"
"1242","left","left"
"1243","left","left"
"1244","left","left"
"1245","left","left"
"1246","left","leanright"
"1247","left","right"
"1248","left","left"
"1249","left","left"
"1250","left","center"
"1251","left","leanright"
"1252","left","left"
"1253","left","left"
"1254","left","left"
"1255","left","left"
"1256","left","left"
"1257","left","right"
"1258","left","left"
"1259","left","left"
"1260","left","left"
"1261","left","center"
"1262","left","left"
"1263","left","left"
"1264","left","left"
"1265","left","left"
"1266","left","leanleft"
"1267","left","left"
"1268","left","left"
"1269","left","left"
"1270","left","leanright"
"1271","left","left"
"1272","left","left"
"1273","left","left"
"1274","left","left"
"1275","left","left"
"1276","left","left"
"1277","left","left"
"1278","left","right"
"1279","left","left"
"1280","left","left"
"1281","left","left"
"1282","left","leanleft"
"1283","left","left"
"1284","left","left"
"1285","left","right"
"1286","left","left"
"1287","left","right"
"1288","left","left"
"1289","left","left"
"1290","left","left"
"1291","left","leanright"
"1292","left","leanleft"
"1293","left","left"
"1294","left","left"
"1295","left","left"
"1296","left","left"
"1297","left","center"
"1298","left","left"
"1299","left","left"
"1300","left","left"
"1301","left","left"
"1302","left","left"
"1303","left","leanleft"
"1304","left","left"
"1305","left","left"
"1306","left","left"
"1307","left","left"
"1308","left","left"
"1309","left","leanright"
"1310","left","center"
"1311","left","left"
"1312","left","left"
"1313","left","center"
"1314","left","leanleft"
"1315","left","center"
"1316","left","left"
"1317","left","left"
"1318","left","left"
"1319","left","left"
"1320","left","left"
"1321","left","left"
"1322","left","left"
"1323","left","center"
"1324","left","leanright"
"1325","left","right"
"1326","left","leanleft"
"1327","left","left"
"1328","left","left"
"1329","left","left"
"1330","left","leanright"
"1331","left","left"
"1332","left","left"
"1333","left","left"
"1334","left","right"
"1335","left","left"
"1336","left","leanright"
"1337","left","center"
"1338","left","left"
"1339","left","right"
"1340","left","center"
"1341","left","left"
"1342","left","left"
"1343","left","left"
"1344","left","left"
"1345","left","left"
"1346","left","left"
"1347","left","left"
"1348","left","center"
"1349","left","leanleft"
"1350","left","left"
"1351","left","left"
"1352","left","left"
"1353","left","left"
"1354","left","left"
"1355","left","right"
"1356","left","leanleft"
"1357","left","left"
"1358","left","left"
"1359","left","leanright"
"1360","left","leanright"
"1361","left","right"
"1362","left","left"
"1363","left","left"
"1364","left","right"
"1365","left","left"
"1366","left","right"
"1367","left","right"
"1368","left","left"
"1369","left","left"
"1370","left","left"
"1371","left","left"
"1372","left","left"
"1373","left","left"
"1374","left","left"
"1375","left","right"
"1376","left","leanleft"
"1377","left","leanleft"
"1378","left","center"
"1379","left","left"
"1380","left","left"
"1381","left","right"
"1382","left","right"
"1383","left","right"
"1384","left","left"
"1385","left","leanleft"
"1386","left","center"
"1387","left","leanright"
"1388","left","left"
"1389","left","center"
"1390","left","leanright"
"1391","left","left"
"1392","left","left"
"1393","left","left"
"1394","left","right"
"1395","left","left"
"1396","left","left"
"1397","left","left"
"1398","left","left"
"1399","left","left"
"1400","left","left"
"1401","left","leanleft"
"1402","left","left"
"1403","left","leanleft"
"1404","left","left"
"1405","left","leanright"
"1406","left","left"
"1407","left","left"
"1408","left","center"
"1409","left","right"
"1410","left","left"
"1411","left","right"
"1412","left","left"
"1413","left","left"
"1414","left","left"
"1415","left","left"
"1416","left","left"
"1417","left","left"
"1418","left","left"
"1419","left","center"
"1420","left","left"
"1421","left","left"
"1422","left","right"
"1423","left","leanleft"
"1424","left","right"
"1425","left","left"
"1426","left","left"
"1427","left","left"
"1428","left","left"
"1429","left","center"
"1430","left","left"
"1431","left","left"
"1432","left","left"
"1433","left","right"
"1434","left","left"
"1435","left","center"
"1436","left","right"
"1437","left","left"
"1438","left","center"
"1439","left","left"
"1440","left","left"
"1441","left","left"
"1442","left","right"
"1443","left","left"
"1444","left","right"
"1445","left","right"
"1446","left","left"
"1447","left","left"
"1448","left","left"
"1449","left","leanleft"
"1450","left","left"
"1451","left","right"
"1452","left","left"
"1453","left","left"
"1454","left","left"
"1455","left","center"
"1456","left","right"
"1457","left","left"
"1458","left","right"
"1459","left","left"
"1460","left","left"
"1461","left","left"
"1462","left","left"
"1463","left","left"
"1464","left","leanright"
"1465","left","right"
"1466","left","leanleft"
"1467","left","left"
"1468","left","left"
"1469","left","left"
"1470","left","center"
"1471","left","left"
"1472","left","left"
"1473","left","right"
"1474","left","leanleft"
"1475","left","left"
"1476","left","left"
"1477","left","left"
"1478","left","center"
"1479","left","left"
"1480","left","leanleft"
"1481","left","left"
"1482","left","left"
"1483","left","left"
"1484","left","right"
"1485","left","leanright"
"1486","left","left"
"1487","left","left"
"1488","left","left"
"1489","left","left"
"1490","left","leanleft"
"1491","left","left"
"1492","left","left"
"1493","left","left"
"1494","left","leanright"
"1495","left","left"
"1496","left","left"
"1497","left","left"
"1498","left","left"
"1499","left","left"
"1500","left","left"
"1501","left","right"
"1502","left","right"
"1503","left","center"
"1504","left","right"
"1505","left","leanright"
"1506","left","right"
"1507","left","right"
"1508","left","left"
"1509","left","left"
"1510","left","center"
"1511","left","left"
"1512","left","left"
"1513","left","leanleft"
"1514","left","left"
"1515","left","left"
"1516","left","left"
"1517","left","left"
"1518","left","left"
"1519","left","left"
"1520","left","left"
"1521","left","right"
"1522","left","left"
"1523","left","left"
"1524","left","right"
"1525","left","left"
"1526","left","left"
"1527","left","center"
"1528","left","right"
"1529","left","center"
"1530","left","left"
"1531","left","left"
"1532","left","right"
"1533","left","left"
"1534","left","right"
"1535","left","right"
"1536","left","left"
"1537","left","left"
"1538","left","leanleft"
"1539","left","right"
"1540","left","left"
"1541","left","center"
"1542","left","left"
"1543","left","left"
"1544","left","left"
"1545","left","right"
"1546","left","left"
"1547","left","leanleft"
"1548","left","right"
"1549","left","left"
"1550","left","right"
"1551","left","right"
"1552","left","left"
"1553","left","left"
"1554","left","left"
"1555","left","right"
"1556","left","left"
"1557","left","left"
"1558","left","left"
"1559","left","left"
"1560","left","leanleft"
"1561","left","left"
"1562","left","left"
"1563","left","right"
"1564","left","center"
"1565","left","left"
"1566","left","center"
"1567","left","center"
"1568","left","center"
"1569","left","left"
"1570","left","right"
"1571","left","left"
"1572","left","left"
"1573","left","left"
"1574","left","left"
"1575","left","right"
"1576","left","left"
"1577","left","right"
"1578","left","left"
"1579","left","left"
"1580","left","left"
"1581","left","left"
"1582","left","left"
"1583","left","left"
"1584","left","leanleft"
"1585","left","left"
"1586","left","right"
"1587","left","left"
"1588","left","center"
"1589","left","center"
"1590","left","left"
"1591","left","left"
"1592","left","left"
"1593","left","leanright"
