"","actual_class","predicted_class"
"306","left","left"
"307","left","left"
"308","left","left"
"309","left","left"
"310","left","right"
"311","left","left"
"312","left","left"
"313","left","left"
"314","left","left"
"315","left","left"
"316","left","left"
"317","left","leanleft"
"318","left","left"
"319","left","left"
"320","left","center"
"321","left","left"
"322","left","left"
"323","left","left"
"324","left","left"
"325","left","left"
"326","left","center"
"327","left","left"
"328","left","left"
"329","left","left"
"330","left","left"
"331","left","left"
"332","left","left"
"333","left","leanleft"
"334","left","left"
"335","left","left"
"336","left","left"
"337","left","left"
"338","left","left"
"339","left","leanleft"
"340","left","left"
"341","left","left"
"342","left","left"
"343","left","left"
"344","left","left"
"345","left","left"
"346","left","left"
"347","left","center"
"348","left","left"
"349","left","left"
"350","left","left"
"351","left","left"
"352","left","left"
"353","left","left"
"354","left","left"
"355","left","right"
"356","left","left"
"357","left","left"
"358","left","left"
"359","left","center"
"360","left","left"
"361","left","left"
"362","left","right"
"363","left","center"
"364","left","left"
"365","left","left"
"366","left","left"
"367","left","left"
"368","left","left"
"369","left","left"
"370","left","left"
"371","left","left"
"372","left","left"
"373","left","left"
"374","left","left"
"375","left","left"
"376","left","right"
"377","left","left"
"378","left","left"
"379","left","leanright"
"380","left","center"
"381","left","center"
"382","left","left"
"383","left","right"
"384","left","leanleft"
"385","left","center"
"386","left","left"
"387","left","center"
"388","left","left"
"389","left","left"
"390","left","left"
"391","left","left"
"392","left","center"
"393","left","left"
"394","left","left"
"395","left","left"
"396","left","leanleft"
"397","left","left"
"398","left","right"
"399","left","left"
"400","left","left"
"401","left","left"
"402","left","left"
"403","left","left"
"404","left","right"
"405","left","left"
"406","left","left"
"407","left","left"
"408","left","left"
"409","left","leanleft"
"410","left","center"
"411","left","left"
"412","left","leanleft"
"413","left","left"
"414","left","right"
"415","left","left"
"416","left","left"
"417","left","left"
"418","left","left"
"419","left","left"
"420","left","left"
"421","left","left"
"422","left","left"
"423","left","left"
"424","left","leanleft"
"425","left","leanleft"
"426","left","left"
"427","left","left"
"428","left","leanleft"
"429","left","left"
"430","left","left"
"431","left","left"
"432","left","left"
"433","left","left"
"434","left","left"
"435","left","left"
"436","left","center"
"437","left","left"
"438","left","left"
"439","left","leanright"
"440","left","leanright"
"441","left","left"
"442","left","left"
"443","left","center"
"444","left","left"
"445","left","left"
"446","left","left"
"447","left","right"
"448","left","center"
"449","left","left"
"450","left","left"
"451","left","left"
"452","left","left"
"453","left","left"
"454","left","right"
"455","left","leanleft"
"456","left","left"
"457","left","left"
"458","left","left"
"459","left","left"
"460","left","leanleft"
"461","left","left"
"462","left","left"
"463","left","leanright"
"464","left","left"
"465","left","left"
"466","left","left"
"467","left","left"
"468","left","leanright"
"469","left","left"
"470","left","left"
"471","left","left"
"472","left","left"
"473","left","left"
"474","left","left"
"475","left","left"
"476","left","center"
"477","left","left"
"478","left","left"
"479","left","leanright"
"480","left","leanleft"
"481","left","left"
"482","left","left"
"483","left","left"
"484","left","left"
"485","left","left"
"486","left","right"
"487","left","left"
"488","left","left"
"489","left","left"
"490","left","left"
"491","left","left"
"492","left","leanleft"
"493","left","left"
"494","left","left"
"495","left","left"
"496","left","left"
"497","left","center"
"498","left","right"
"499","left","center"
"500","left","left"
"501","left","right"
"502","left","left"
"503","left","left"
"504","left","left"
"505","left","left"
"506","left","center"
"507","left","left"
"508","left","left"
"509","left","left"
"510","left","left"
"511","left","left"
"512","left","left"
"513","left","left"
"514","left","left"
"515","left","left"
"516","left","right"
"517","left","left"
"518","left","left"
"519","left","left"
"520","left","right"
"521","left","left"
"522","left","left"
"523","left","left"
"524","left","left"
"525","left","leanleft"
"526","left","left"
"527","left","left"
"528","left","left"
"529","left","left"
"530","left","left"
"531","left","left"
"532","left","left"
"533","left","left"
"534","left","left"
"535","left","left"
"536","left","leanleft"
"537","left","left"
"538","left","left"
"539","left","left"
"540","left","left"
"541","left","left"
"542","left","left"
"543","left","left"
"544","left","left"
"545","left","left"
"546","left","left"
"547","left","left"
"548","left","left"
"549","left","left"
"550","left","left"
"551","left","left"
"552","left","left"
"553","left","left"
"554","left","left"
"555","left","left"
"556","left","left"
"557","left","left"
"558","left","left"
"559","left","left"
"560","left","left"
"561","left","left"
"562","left","left"
"563","left","left"
"564","left","left"
"565","left","left"
"566","left","right"
"567","left","left"
"568","left","left"
"569","left","right"
"570","left","left"
"571","left","left"
"572","left","left"
"573","left","left"
"574","left","center"
"575","left","left"
"576","left","left"
"577","left","left"
"578","left","leanleft"
"579","left","center"
"580","left","leanleft"
"581","left","left"
"582","left","left"
"583","left","left"
"584","left","right"
"585","left","center"
"586","left","center"
"587","left","center"
"588","left","leanleft"
"589","left","leanleft"
"590","left","left"
"591","left","leanleft"
"592","left","left"
"593","left","left"
"594","left","left"
"595","left","left"
"596","left","left"
"597","left","leanleft"
"598","left","right"
"599","left","left"
"600","left","left"
"601","left","left"
"602","left","left"
"603","left","left"
"604","left","left"
"605","left","left"
"606","left","left"
"607","left","left"
"608","left","leanleft"
"609","left","left"
"610","left","left"
"611","left","leanleft"
"612","left","left"
"613","left","left"
"614","left","left"
"615","left","left"
"616","left","left"
"617","left","left"
"618","left","center"
"619","left","leanright"
"620","left","left"
"621","left","left"
"622","left","left"
"623","left","left"
"624","left","left"
"625","left","leanright"
"626","left","left"
"627","left","left"
"628","left","leanleft"
"629","left","left"
"630","left","right"
"631","left","right"
"632","left","left"
"633","left","center"
"634","left","center"
"635","left","left"
"636","left","right"
"637","left","leanright"
"638","left","left"
"639","left","center"
"640","left","leanleft"
"641","left","left"
"642","left","left"
"643","left","center"
"644","left","left"
"645","left","left"
"646","left","right"
"647","left","leanleft"
"648","left","leanleft"
"649","left","left"
"650","left","left"
"651","left","left"
"652","left","left"
"653","left","left"
"654","left","center"
"655","left","left"
"656","left","leanright"
"657","left","leanleft"
"658","left","left"
"659","left","left"
"660","left","left"
"661","left","left"
"662","left","center"
"663","left","leanleft"
"664","left","left"
"665","left","left"
"666","left","left"
"667","left","left"
"668","left","left"
"669","left","right"
"670","left","leanleft"
"671","left","center"
"672","left","left"
"673","left","left"
"674","left","left"
"675","left","leanright"
"676","left","left"
"677","left","left"
"678","left","right"
"679","left","left"
"680","left","left"
"681","left","left"
"682","left","left"
"683","left","left"
"684","left","left"
"685","left","left"
"686","left","leanright"
"687","left","left"
"688","left","left"
"689","left","leanleft"
"690","left","leanleft"
"691","left","left"
"692","left","left"
"693","left","left"
"694","left","leanleft"
"695","left","left"
"696","left","left"
"697","left","center"
"698","left","left"
"699","left","left"
"700","left","left"
"701","left","left"
"702","left","left"
"703","left","center"
"704","left","left"
"705","left","left"
"706","left","left"
"707","left","leanleft"
"708","left","left"
"709","left","left"
"710","left","left"
"711","left","left"
"712","left","left"
"713","left","leanright"
"714","left","left"
"715","left","right"
"716","left","left"
"717","left","left"
"718","left","leanleft"
"719","left","left"
"720","left","leanleft"
"721","left","left"
"722","left","left"
"723","left","left"
"724","left","center"
"725","left","left"
"726","left","left"
"727","left","left"
"728","left","center"
"729","left","left"
"730","left","left"
"731","left","center"
"732","left","left"
"733","left","left"
"734","left","left"
"735","left","left"
"736","left","left"
"737","left","leanleft"
"738","left","left"
"739","left","left"
"740","left","left"
"741","left","left"
"742","left","left"
"743","left","leanright"
"744","left","left"
"745","left","left"
"746","left","left"
"747","left","center"
"748","left","left"
"749","left","left"
"750","left","left"
"751","left","center"
"752","left","left"
"753","left","left"
"754","left","left"
"755","left","left"
"756","left","leanleft"
"757","left","left"
"758","left","left"
"759","left","left"
"760","left","left"
"761","left","left"
"762","left","left"
"763","left","center"
"764","left","leanleft"
"765","left","left"
"766","left","right"
"767","left","left"
"768","left","right"
"769","left","leanright"
"770","left","leanright"
"771","left","left"
"772","left","left"
"773","left","left"
"774","left","left"
"775","left","left"
"776","left","leanright"
"777","left","left"
"778","left","left"
"779","left","left"
"780","left","left"
"781","left","left"
"782","left","left"
"783","left","left"
"784","left","left"
"785","left","center"
"786","left","left"
"787","left","left"
"788","left","left"
"789","left","left"
"790","left","left"
"791","left","left"
"792","left","left"
"793","left","left"
"794","left","left"
"795","left","left"
"796","left","left"
"797","left","left"
"798","left","right"
"799","left","center"
"800","left","left"
"801","left","left"
"802","left","right"
"803","left","left"
"804","left","left"
"805","left","left"
"806","left","left"
"807","left","left"
"808","left","left"
"809","left","left"
"810","left","left"
"811","left","left"
"812","left","left"
"813","left","left"
"814","left","left"
"815","left","center"
"816","left","left"
"817","left","left"
"818","left","left"
"819","left","left"
"820","left","left"
"821","left","left"
"822","left","left"
"823","left","left"
"824","left","left"
"825","left","left"
"826","left","left"
"827","left","left"
"828","left","left"
"829","left","left"
"830","left","left"
"831","left","left"
"832","left","left"
"833","left","left"
"834","left","leanleft"
"835","left","leanleft"
"836","left","leanright"
"837","left","left"
"838","left","center"
"839","left","leanleft"
"840","left","center"
"841","left","left"
"842","left","leanright"
"843","left","left"
"844","left","left"
"845","left","left"
"846","left","left"
"847","left","left"
"848","left","left"
"849","left","leanleft"
"850","left","left"
"851","left","left"
"852","left","left"
"853","left","left"
"854","left","left"
"855","left","left"
"856","left","left"
"857","left","left"
"858","left","left"
"859","left","leanleft"
"860","left","left"
"861","left","left"
"862","left","left"
"863","left","left"
"864","left","left"
"865","left","left"
"866","left","left"
"867","left","left"
"868","left","center"
"869","left","left"
"870","left","center"
"871","left","left"
"872","left","left"
"873","left","left"
"874","left","left"
"875","left","right"
"876","left","left"
"877","left","left"
"878","left","left"
"879","left","left"
"880","left","leanleft"
"881","left","left"
"882","left","left"
"883","left","center"
"884","left","right"
"885","left","left"
"886","left","left"
"887","left","left"
"888","left","left"
"889","left","left"
"890","left","left"
"891","left","left"
"892","left","left"
"893","left","left"
"894","left","right"
"895","left","left"
"896","left","left"
"897","left","left"
"898","left","left"
"899","left","center"
"900","left","left"
"901","left","left"
"902","left","left"
"903","left","left"
"904","left","left"
"905","left","left"
"906","left","right"
"907","left","left"
"908","left","leanleft"
"909","left","left"
"910","left","left"
"911","left","left"
"912","left","left"
"913","left","left"
"914","left","leanright"
"915","left","center"
"916","left","left"
"917","left","left"
"918","left","left"
"919","left","leanright"
"920","left","left"
"921","left","left"
"922","left","left"
"923","left","left"
"924","left","left"
"925","left","left"
"926","left","left"
"927","left","left"
"928","left","left"
"929","left","left"
"930","left","left"
"931","left","left"
"932","left","left"
"933","left","left"
"934","left","left"
"935","left","left"
"936","left","leanright"
"937","left","right"
"938","left","leanright"
"939","left","left"
"940","left","left"
"941","left","left"
"942","left","left"
"943","left","left"
"944","left","left"
"945","left","left"
"946","left","leanleft"
"947","left","leanleft"
"948","left","left"
"949","left","left"
"950","left","left"
"951","left","left"
"952","left","left"
"953","left","right"
"954","left","left"
"955","left","left"
"956","left","left"
"957","left","right"
"958","left","leanleft"
"959","left","left"
"960","left","left"
"961","left","left"
"962","left","left"
"963","left","left"
"964","left","left"
"965","left","left"
"966","left","left"
"967","left","right"
"968","left","left"
"969","left","left"
"970","left","left"
"971","left","left"
"972","left","left"
"973","left","center"
"974","left","left"
"975","left","right"
"976","left","left"
"977","left","left"
"978","left","left"
"979","left","left"
"980","left","left"
"981","left","left"
"982","left","left"
"983","left","leanright"
"984","left","left"
"985","left","left"
"986","left","left"
"987","left","left"
"988","left","left"
"989","left","left"
"990","left","left"
"991","left","left"
"992","left","left"
"993","left","left"
"994","left","left"
"995","left","left"
"996","left","left"
"997","left","leanleft"
"998","left","leanright"
"999","left","left"
"1000","left","left"
"1001","left","left"
"1002","left","left"
"1003","left","left"
"1004","left","left"
"1005","left","left"
"1006","left","left"
"1007","left","left"
"1008","left","leanleft"
"1009","left","left"
"1010","left","left"
"1011","left","left"
"1012","left","left"
"1013","left","left"
"1014","left","right"
"1015","left","leanright"
"1016","left","right"
"1017","left","left"
"1018","left","center"
"1019","left","left"
"1020","left","left"
"1021","left","left"
"1022","left","left"
"1023","left","right"
"1024","left","left"
"1025","left","leanleft"
"1026","left","leanright"
"1027","left","left"
"1028","left","left"
"1029","left","leanleft"
"1030","left","right"
"1031","left","left"
"1032","left","leanleft"
"1033","left","center"
"1034","left","left"
"1035","left","left"
"1036","left","leanright"
"1037","left","leanright"
"1038","left","center"
"1039","left","left"
"1040","left","left"
"1041","left","leanleft"
"1042","left","left"
"1043","left","leanleft"
"1044","left","left"
"1045","left","left"
"1046","left","left"
"1047","left","leanright"
"1048","left","center"
"1049","left","leanright"
"1050","left","left"
"1051","left","left"
"1052","left","left"
"1053","left","left"
"1054","left","left"
"1055","left","leanright"
"1056","left","left"
"1057","left","left"
"1058","left","leanleft"
"1059","left","left"
"1060","left","left"
"1061","left","left"
"1062","left","left"
"1063","left","left"
"1064","left","left"
"1065","left","left"
"1066","left","left"
"1067","left","left"
"1068","left","leanleft"
"1069","left","left"
"1070","left","left"
"1071","left","left"
"1072","left","left"
"1073","left","right"
"1074","left","left"
"1075","left","left"
"1076","left","left"
"1077","left","left"
"1078","left","left"
"1079","left","left"
"1080","left","left"
"1081","left","leanright"
"1082","left","left"
"1083","left","left"
"1084","left","right"
"1085","left","left"
"1086","left","left"
"1087","left","left"
"1088","left","left"
"1089","left","center"
"1090","left","right"
"1091","left","right"
"1092","left","left"
"1093","left","left"
"1094","left","left"
"1095","left","center"
"1096","left","left"
"1097","left","leanleft"
"1098","left","left"
"1099","left","left"
"1100","left","right"
"1101","left","left"
"1102","left","left"
"1103","left","center"
"1104","left","left"
"1105","left","left"
"1106","left","left"
"1107","left","right"
"1108","left","left"
"1109","left","left"
"1110","left","left"
"1111","left","left"
"1112","left","left"
"1113","left","left"
"1114","left","left"
"1115","left","left"
"1116","left","left"
"1117","left","left"
"1118","left","left"
"1119","left","left"
"1120","left","left"
"1121","left","leanleft"
"1122","left","left"
"1123","left","center"
"1124","left","left"
"1125","left","left"
"1126","left","left"
"1127","left","left"
"1128","left","left"
"1129","left","left"
"1130","left","left"
"1131","left","left"
"1132","left","leanleft"
"1133","left","left"
"1134","left","left"
"1135","left","left"
"1136","left","left"
"1137","left","left"
"1138","left","leanright"
"1139","left","left"
"1140","left","left"
"1141","left","left"
"1142","left","leanleft"
"1143","left","left"
"1144","left","left"
"1145","left","left"
"1146","left","left"
"1147","left","left"
"1148","left","left"
"1149","left","left"
"1150","left","left"
"1151","left","left"
"1152","left","center"
"1153","left","left"
"1154","left","leanleft"
"1155","left","left"
"1156","left","left"
"1157","left","leanleft"
"1158","left","left"
"1159","left","left"
"1160","left","left"
"1161","left","left"
"1162","left","left"
"1163","left","left"
"1164","left","left"
"1165","left","left"
"1166","left","left"
"1167","left","leanleft"
"1168","left","left"
"1169","left","left"
"1170","left","left"
"1171","left","left"
"1172","left","left"
"1173","left","left"
"1174","left","right"
"1175","left","left"
"1176","left","center"
"1177","left","left"
"1178","left","leanleft"
"1179","left","left"
"1180","left","leanleft"
"1181","left","left"
"1182","left","left"
"1183","left","left"
"1184","left","left"
"1185","left","left"
"1186","left","leanleft"
"1187","left","left"
"1188","left","right"
"1189","left","left"
"1190","left","left"
"1191","left","left"
"1192","left","right"
"1193","left","left"
"1194","left","left"
"1195","left","left"
"1196","left","left"
"1197","left","left"
"1198","left","leanright"
"1199","left","left"
"1200","left","left"
"1201","left","leanleft"
"1202","left","center"
"1203","left","left"
"1204","left","left"
"1205","left","leanleft"
"1206","left","left"
"1207","left","left"
"1208","left","right"
"1209","left","left"
"1210","left","left"
"1211","left","left"
"1212","left","left"
"1213","left","left"
"1214","left","left"
"1215","left","left"
"1216","left","left"
"1217","left","leanright"
"1218","left","left"
"1219","left","left"
"1220","left","leanright"
"1221","left","left"
"1222","left","left"
"1223","left","left"
"1224","left","left"
"1225","left","left"
"1226","left","left"
"1227","left","left"
"1228","left","left"
"1229","left","leanleft"
"1230","left","left"
"1231","left","right"
"1232","left","left"
"1233","left","left"
"1234","left","right"
"1235","left","left"
"1236","left","left"
"1237","left","left"
"1238","left","left"
"1239","left","left"
"1240","left","left"
"1241","left","left"
"1242","left","left"
"1243","left","leanleft"
"1244","left","left"
"1245","left","left"
"1246","left","left"
"1247","left","left"
"1248","left","left"
"1249","left","leanright"
"1250","left","left"
"1251","left","leanleft"
"1252","left","leanleft"
"1253","left","left"
"1254","left","left"
"1255","left","center"
"1256","left","left"
"1257","left","left"
"1258","left","left"
"1259","left","left"
"1260","left","left"
"1261","left","leanleft"
"1262","left","left"
"1263","left","left"
"1264","left","left"
"1265","left","left"
"1266","left","left"
"1267","left","left"
"1268","left","left"
"1269","left","left"
"1270","left","left"
"1271","left","left"
"1272","left","left"
"1273","left","left"
"1274","left","left"
"1275","left","left"
"1276","left","left"
"1277","left","right"
"1278","left","left"
"1279","left","left"
"1280","left","left"
"1281","left","left"
"1282","left","left"
"1283","left","left"
"1284","left","left"
"1285","left","left"
"1286","left","left"
"1287","left","left"
"1288","left","left"
"1289","left","left"
"1290","left","left"
"1291","left","leanleft"
"1292","left","left"
"1293","left","left"
"1294","left","left"
"1295","left","left"
"1296","left","left"
"1297","left","left"
"1298","left","left"
"1299","left","left"
"1300","left","left"
"1301","left","left"
"1302","left","leanleft"
"1303","left","left"
"1304","left","left"
"1305","left","left"
"1306","left","leanright"
"1307","left","left"
"1308","left","left"
"1309","left","left"
"1310","left","left"
"1311","left","left"
"1312","left","left"
"1313","left","left"
"1314","left","left"
"1315","left","leanleft"
"1316","left","left"
"1317","left","left"
"1318","left","leanright"
"1319","left","center"
"1320","left","left"
"1321","left","left"
"1322","left","left"
"1323","left","left"
"1324","left","left"
"1325","left","left"
"1326","left","left"
"1327","left","left"
"1328","left","left"
"1329","left","left"
"1330","left","left"
"1331","left","left"
"1332","left","left"
"1333","left","left"
"1334","left","left"
"1335","left","right"
"1336","left","leanleft"
"1337","left","leanleft"
"1338","left","left"
"1339","left","center"
"1340","left","right"
"1341","left","left"
"1342","left","left"
"1343","left","left"
"1344","left","left"
"1345","left","left"
"1346","left","left"
"1347","left","left"
"1348","left","left"
"1349","left","left"
"1350","left","left"
"1351","left","left"
"1352","left","left"
"1353","left","left"
"1354","left","left"
"1355","left","left"
"1356","left","left"
"1357","left","right"
"1358","left","left"
"1359","left","left"
"1360","left","leanleft"
"1361","left","left"
"1362","left","left"
"1363","left","left"
"1364","left","left"
"1365","left","leanleft"
"1366","left","left"
"1367","left","left"
"1368","left","left"
"1369","left","left"
"1370","left","leanleft"
"1371","left","left"
"1372","left","left"
"1373","left","left"
"1374","left","left"
"1375","left","left"
"1376","left","left"
"1377","left","left"
"1378","left","left"
"1379","left","left"
"1380","left","left"
"1381","left","left"
"1382","left","leanright"
"1383","left","leanleft"
"1384","left","left"
"1385","left","left"
"1386","left","left"
"1387","left","left"
"1388","left","left"
"1389","left","leanright"
"1390","left","left"
"1391","left","left"
"1392","left","left"
"1393","left","left"
"1394","left","left"
"1395","left","left"
"1396","left","left"
"1397","left","leanleft"
"1398","left","left"
"1399","left","left"
"1400","left","left"
"1401","left","left"
"1402","left","leanleft"
"1403","left","leanleft"
"1404","left","right"
"1405","left","left"
"1406","left","leanleft"
"1407","left","left"
"1408","left","left"
"1409","left","right"
"1410","left","left"
"1411","left","left"
"1412","left","leanleft"
"1413","left","left"
"1414","left","left"
"1415","left","left"
"1416","left","left"
"1417","left","left"
"1418","left","leanright"
"1419","left","left"
"1420","left","left"
"1421","left","leanleft"
"1422","left","left"
"1423","left","left"
"1424","left","leanleft"
"1425","left","left"
"1426","left","left"
"1427","left","left"
"1428","left","left"
"1429","left","left"
"1430","left","left"
"1431","left","left"
"1432","left","left"
"1433","left","left"
"1434","left","left"
"1435","left","left"
"1436","left","center"
"1437","left","leanright"
"1438","left","left"
"1439","left","left"
"1440","left","left"
"1441","left","leanright"
"1442","left","left"
"1443","left","left"
"1444","left","right"
"1445","left","left"
"1446","left","left"
"1447","left","left"
"1448","left","left"
"1449","left","left"
"1450","left","left"
"1451","left","leanleft"
"1452","left","left"
"1453","left","left"
"1454","left","left"
"1455","left","left"
"1456","left","left"
"1457","left","left"
"1458","left","leanleft"
"1459","left","left"
"1460","left","left"
"1461","left","leanleft"
"1462","left","left"
"1463","left","left"
"1464","left","left"
"1465","left","left"
"1466","left","leanleft"
"1467","left","left"
"1468","left","left"
"1469","left","left"
"1470","left","left"
"1471","left","left"
"1472","left","left"
"1473","left","left"
"1474","left","right"
"1475","left","leanleft"
"1476","left","left"
"1477","left","left"
"1478","left","leanleft"
"1479","left","leanright"
"1480","left","leanright"
"1481","left","left"
"1482","left","left"
"1483","left","left"
"1484","left","left"
"1485","left","left"
"1486","left","left"
"1487","left","leanleft"
"1488","left","left"
"1489","left","left"
"1490","left","leanright"
"1491","left","right"
"1492","left","left"
"1493","left","left"
"1494","left","left"
"1495","left","left"
"1496","left","left"
"1497","left","left"
"1498","left","right"
"1499","left","left"
"1500","left","left"
"1501","left","right"
"1502","left","leanleft"
"1503","left","left"
"1504","left","leanright"
"1505","left","left"
"1506","left","leanleft"
"1507","left","left"
"1508","left","left"
"1509","left","leanleft"
"1510","left","center"
"1511","left","left"
"1512","left","left"
"1513","left","left"
"1514","left","left"
"1515","left","leanleft"
"1516","left","left"
"1517","left","left"
"1518","left","left"
"1519","left","leanleft"
"1520","left","left"
"1521","left","left"
"1522","left","right"
"1523","left","left"
"1524","left","right"
"1525","left","left"
"1526","left","left"
"1527","left","leanleft"
"1528","left","left"
"1529","left","leanleft"
"1530","left","left"
"1531","left","left"
"1532","left","left"
"1533","left","left"
"1534","left","left"
"1535","left","left"
"1536","left","left"
"1537","left","left"
"1538","left","left"
"1539","left","left"
"1540","left","left"
"1541","left","left"
"1542","left","left"
"1543","left","left"
"1544","left","left"
"1545","left","center"
"1546","left","center"
"1547","left","left"
"1548","left","left"
"1549","left","left"
"1550","left","left"
"1551","left","left"
"1552","left","left"
"1553","left","left"
"1554","left","left"
"1555","left","left"
"1556","left","left"
"1557","left","left"
"1558","left","leanright"
"1559","left","left"
"1560","left","left"
"1561","left","left"
"1562","left","left"
"1563","left","left"
"1564","left","left"
"1565","left","left"
"1566","left","left"
"1567","left","left"
"1568","left","left"
"1569","left","left"
"1570","left","left"
"1571","left","left"
"1572","left","left"
"1573","left","left"
"1574","left","right"
"1575","left","left"
"1576","left","left"
"1577","left","leanleft"
"1578","left","left"
"1579","left","left"
"1580","left","left"
"1581","left","left"
"1582","left","leanleft"
"1583","left","left"
"1584","left","center"
"1585","left","left"
"1586","left","left"
"1587","left","left"
"1588","left","left"
"1589","left","left"
"1590","left","left"
"1591","left","right"
"1592","left","left"
"1593","left","left"
"1594","left","leanright"
"1595","left","left"
"1596","left","left"
"1597","left","left"
"1598","left","left"
"1599","left","left"
"1600","left","left"
"1601","left","leanleft"
"1602","left","left"
"1603","left","left"
"1604","left","left"
"1605","left","leanleft"
