"","V1","V2"
"160","left","center"
"161","left","right"
"162","left","leanright"
"163","left","leanright"
"164","left","leanright"
"165","left","left"
"166","left","center"
"167","left","right"
"168","left","left"
"169","left","center"
"170","left","left"
"171","left","leanright"
"172","left","left"
"173","left","leanright"
"174","left","center"
"175","left","leanright"
"176","left","left"
"177","left","left"
"178","left","left"
"179","left","left"
"180","left","right"
"181","left","left"
"182","left","left"
"183","left","left"
"184","left","left"
"185","left","left"
"186","left","right"
"187","left","leanright"
"188","left","left"
"189","left","left"
"190","left","left"
"191","left","left"
"192","left","left"
"193","left","leanright"
"194","left","leanright"
"195","left","center"
"196","left","left"
"197","left","left"
"198","left","leanright"
"199","left","leanright"
"200","left","right"
"201","left","left"
"202","left","left"
"203","left","left"
"204","left","leanright"
"205","left","left"
"206","left","leanleft"
"207","left","left"
"208","left","left"
"209","left","left"
"210","left","leanright"
"211","left","left"
"212","left","leanleft"
"213","left","leanright"
"214","left","left"
"215","left","leanleft"
"216","left","left"
"217","left","left"
"218","left","left"
"219","left","leanright"
"220","left","leanleft"
"221","left","left"
"222","left","left"
"223","left","left"
"224","left","leanleft"
"225","left","left"
"226","left","left"
"227","left","leanright"
"228","left","left"
"229","left","left"
"230","left","right"
"231","left","left"
"232","left","leanright"
"233","left","left"
"234","left","left"
"235","left","left"
"236","left","left"
"237","left","left"
"238","left","left"
"239","left","left"
"240","left","left"
"241","left","center"
"242","left","left"
"243","left","left"
"244","left","left"
"245","left","leanright"
"246","left","leanright"
"247","left","left"
"248","left","left"
"249","left","left"
"250","left","left"
"251","left","left"
"252","left","left"
"253","left","left"
"254","left","left"
"255","left","leanright"
"256","left","left"
"257","left","center"
"258","left","leanleft"
"259","left","leanright"
"260","left","left"
"261","left","left"
"262","left","left"
"263","left","right"
"264","left","left"
"265","left","left"
"266","left","left"
"267","left","left"
"268","left","left"
"269","left","left"
"270","left","right"
"271","left","left"
"272","left","left"
"273","left","left"
"274","left","left"
"275","left","left"
"276","left","center"
"277","left","left"
"278","left","right"
"279","left","leanright"
"280","left","leanright"
"281","left","left"
"282","left","left"
"283","left","left"
"284","left","left"
"285","left","left"
"286","left","leanright"
"287","left","left"
"288","left","left"
"289","left","left"
"290","left","left"
"291","left","left"
"292","left","center"
"293","left","left"
"294","left","left"
"295","left","leanright"
"296","left","left"
"297","left","left"
"298","left","leanright"
"299","left","left"
"300","left","left"
"301","left","left"
"302","left","left"
"303","left","right"
"304","left","leanright"
"305","left","leanright"
"306","left","left"
"307","left","left"
"308","left","left"
"309","left","left"
"310","left","left"
"311","left","left"
"312","left","left"
"313","left","right"
"314","left","leanright"
"315","left","left"
"316","left","left"
"317","left","leanright"
"318","left","leanleft"
"319","left","left"
"320","left","leanright"
"321","left","left"
"322","left","leanright"
"323","left","leanright"
"324","left","left"
"325","left","leanleft"
"326","left","right"
"327","left","left"
"328","left","right"
"329","left","left"
"330","left","left"
"331","left","left"
"332","left","leanright"
"333","left","left"
"334","left","left"
"335","left","left"
"336","left","left"
"337","left","left"
"338","left","left"
"339","left","left"
"340","left","left"
"341","left","leanleft"
"342","left","left"
"343","left","left"
"344","left","leanright"
"345","left","left"
"346","left","left"
"347","left","leanright"
"348","left","left"
"349","left","leanright"
"350","left","leanright"
"351","left","left"
"352","left","leanright"
"353","left","left"
"354","left","left"
"355","left","right"
"356","left","left"
"357","left","leanright"
"358","left","left"
"359","left","left"
"360","left","leanleft"
"361","left","left"
"362","left","left"
"363","left","right"
"364","left","left"
"365","left","right"
"366","left","left"
"367","left","left"
"368","left","left"
"369","left","center"
"370","left","leanleft"
"371","left","left"
"372","left","left"
"373","left","leanright"
"374","left","leanright"
"375","left","left"
"376","left","leanright"
"377","left","left"
"378","left","left"
"379","left","right"
"380","left","left"
"381","left","leanright"
"382","left","left"
"383","left","leanright"
"384","left","leanleft"
"385","left","leanright"
"386","left","left"
"387","left","leanleft"
"388","left","left"
"389","left","left"
"390","left","left"
"391","left","leanright"
"392","left","left"
"393","left","leanright"
"394","left","left"
"395","left","left"
"396","left","leanleft"
"397","left","left"
"398","left","left"
"399","left","left"
"400","left","leanright"
"401","left","left"
"402","left","left"
"403","left","left"
"404","left","right"
"405","left","leanright"
"406","left","left"
"407","left","leanleft"
"408","left","left"
"409","left","left"
"410","left","leanright"
"411","left","left"
"412","left","left"
"413","left","leanright"
"414","left","right"
"415","left","left"
"416","left","leanright"
"417","left","leanright"
"418","left","left"
"419","left","leanright"
"420","left","left"
"421","left","left"
"422","left","left"
"423","left","left"
"424","left","left"
"425","left","leanleft"
"426","left","left"
"427","left","left"
"428","left","left"
"429","left","leanright"
"430","left","left"
"431","left","left"
"432","left","left"
"433","left","left"
"434","left","left"
"435","left","leanleft"
"436","left","leanright"
"437","left","leanright"
"438","left","left"
"439","left","leanright"
"440","left","leanright"
"441","left","leanright"
"442","left","left"
"443","left","left"
"444","left","left"
"445","left","left"
"446","left","right"
"447","left","leanright"
"448","left","leanright"
"449","left","left"
"450","left","left"
"451","left","center"
"452","left","left"
"453","left","left"
"454","left","leanright"
"455","left","left"
"456","left","left"
"457","left","leanright"
"458","left","left"
"459","left","left"
"460","left","left"
"461","left","left"
"462","left","left"
"463","left","leanright"
"464","left","left"
"465","left","left"
"466","left","left"
"467","left","left"
"468","left","left"
"469","left","left"
"470","left","left"
"471","left","left"
"472","left","leanleft"
"473","left","leanleft"
"474","left","left"
"475","left","left"
"476","left","leanright"
"477","left","left"
"478","left","leanleft"
"479","left","leanright"
"480","left","leanleft"
"481","left","left"
"482","left","left"
"483","left","left"
"484","left","center"
"485","left","leanleft"
"486","left","left"
"487","left","left"
"488","left","left"
"489","left","left"
"490","left","center"
"491","left","left"
"492","left","leanright"
"493","left","left"
"494","left","left"
"495","left","right"
"496","left","leanright"
"497","left","left"
"498","left","left"
"499","left","leanright"
"500","left","leanleft"
"501","left","left"
"502","left","left"
"503","left","leanright"
"504","left","leanright"
"505","left","leanleft"
"506","left","leanleft"
"507","left","left"
"508","left","left"
"509","left","leanright"
"510","left","left"
"511","left","leanright"
"512","left","right"
"513","left","left"
"514","left","right"
"515","left","left"
"516","left","leanright"
"517","left","leanright"
"518","left","left"
"519","left","left"
"520","left","right"
"521","left","leanright"
"522","left","right"
"523","left","leanright"
"524","left","leanright"
"525","left","left"
"526","left","leanright"
"527","left","left"
"528","left","leanleft"
"529","left","left"
"530","left","leanright"
"531","left","left"
"532","left","leanright"
"533","left","leanright"
"534","left","leanright"
"535","left","left"
"536","left","left"
"537","left","leanright"
"538","left","left"
"539","left","left"
"540","left","leanright"
"541","left","left"
"542","left","left"
"543","left","left"
"544","left","left"
"545","left","left"
"546","left","leanright"
"547","left","left"
"548","left","leanright"
"549","left","leanright"
"550","left","right"
"551","left","left"
"552","left","right"
"553","left","left"
"554","left","left"
"555","left","left"
"556","left","leanleft"
"557","left","left"
"558","left","leanright"
"559","left","left"
"560","left","left"
"561","left","left"
"562","left","leanleft"
"563","left","left"
"564","left","left"
"565","left","left"
"566","left","leanleft"
"567","left","left"
"568","left","left"
"569","left","left"
"570","left","leanright"
"571","left","right"
"572","left","left"
"573","left","left"
"574","left","leanright"
"575","left","left"
"576","left","leanright"
"577","left","left"
"578","left","leanleft"
"579","left","left"
"580","left","right"
"581","left","left"
"582","left","left"
"583","left","left"
"584","left","left"
"585","left","leanright"
"586","left","left"
"587","left","left"
"588","left","left"
"589","left","left"
"590","left","leanright"
"591","left","left"
"592","left","left"
"593","left","leanright"
"594","left","left"
"595","left","left"
"596","left","leanright"
"597","left","leanleft"
"598","left","left"
"599","left","right"
"600","left","left"
"601","left","left"
"602","left","left"
"603","left","left"
"604","left","left"
"605","left","left"
"606","left","left"
"607","left","left"
"608","left","right"
"609","left","right"
"610","left","left"
"611","left","right"
"612","left","left"
"613","left","left"
"614","left","left"
"615","left","center"
"616","left","leanright"
"617","left","leanright"
"618","left","leanright"
"619","left","leanright"
"620","left","left"
"621","left","left"
"622","left","leanright"
"623","left","left"
"624","left","left"
"625","left","left"
"626","left","leanright"
"627","left","leanright"
"628","left","leanleft"
"629","left","left"
"630","left","left"
"631","left","leanright"
"632","left","leanright"
"633","left","left"
"634","left","center"
"635","left","left"
"636","left","right"
"637","left","right"
"638","left","left"
"639","left","leanleft"
"640","left","left"
"641","left","leanleft"
"642","left","left"
"643","left","left"
"644","left","right"
"645","left","left"
"646","left","right"
"647","left","left"
"648","left","left"
"649","left","right"
"650","left","leanleft"
"651","left","left"
"652","left","right"
"653","left","left"
"654","left","leanright"
"655","left","left"
"656","left","leanright"
"657","left","left"
"658","left","left"
"659","left","left"
"660","left","leanright"
"661","left","left"
"662","left","left"
"663","left","left"
"664","left","left"
"665","left","center"
"666","left","left"
"667","left","leanright"
"668","left","center"
"669","left","left"
"670","left","leanright"
"671","left","left"
"672","left","left"
"673","left","left"
"674","left","left"
"675","left","left"
"676","left","left"
"677","left","leanright"
"678","left","leanright"
"679","left","left"
"680","left","left"
"681","left","left"
"682","left","left"
"683","left","leanright"
"684","left","left"
"685","left","left"
"686","left","right"
"687","left","left"
"688","left","left"
"689","left","leanright"
"690","left","left"
"691","left","leanright"
"692","left","left"
"693","left","center"
"694","left","leanleft"
"695","left","right"
"696","left","leanright"
"697","left","left"
"698","left","left"
"699","left","left"
"700","left","leanright"
"701","left","leanright"
"702","left","left"
"703","left","leanright"
"704","left","left"
"705","left","leanright"
"706","left","leanleft"
"707","left","left"
"708","left","leanright"
"709","left","left"
"710","left","center"
"711","left","left"
"712","left","left"
"713","left","leanleft"
"714","left","leanright"
"715","left","right"
"716","left","right"
"717","left","leanright"
"718","left","left"
"719","left","left"
"720","left","center"
"721","left","left"
"722","left","left"
"723","left","left"
"724","left","center"
"725","left","leanleft"
"726","left","left"
"727","left","left"
"728","left","right"
"729","left","leanright"
"730","left","left"
"731","left","leanright"
"732","left","left"
"733","left","left"
"734","left","left"
"735","left","leanleft"
"736","left","right"
"737","left","left"
"738","left","leanright"
"739","left","center"
"740","left","leanright"
"741","left","right"
"742","left","left"
"743","left","left"
"744","left","left"
"745","left","center"
"746","left","left"
"747","left","leanright"
"748","left","left"
"749","left","leanright"
"750","left","center"
"751","left","leanright"
"752","left","left"
"753","left","left"
"754","left","left"
"755","left","right"
"756","left","left"
"757","left","center"
"758","left","leanright"
"759","left","left"
"760","left","leanright"
"761","left","left"
"762","left","left"
"763","left","leanleft"
"764","left","leanleft"
"765","left","left"
"766","left","right"
"767","left","left"
"768","left","leanleft"
"769","left","right"
"770","left","leanright"
"771","left","left"
"772","left","left"
"773","left","left"
"774","left","left"
"775","left","leanright"
"776","left","leanright"
"777","left","left"
"778","left","left"
"779","left","left"
"780","left","left"
"781","left","left"
"782","left","left"
"783","left","left"
"784","left","right"
"785","left","left"
"786","left","left"
"787","left","left"
"788","left","center"
"789","left","left"
"790","left","leanleft"
"791","left","leanright"
"792","left","left"
"793","left","left"
"794","left","left"
"795","left","left"
"796","left","left"
"797","left","left"
"798","left","left"
"799","left","left"
"800","left","leanright"
"801","left","left"
"802","left","leanright"
"803","left","left"
"804","left","left"
"805","left","left"
"806","left","leanright"
"807","left","left"
"808","left","leanright"
"809","left","left"
"810","left","left"
"811","left","right"
"812","left","left"
"813","left","leanleft"
"814","left","left"
"815","left","right"
"816","left","left"
"817","left","leanright"
"818","left","leanleft"
"819","left","left"
"820","left","leanleft"
"821","left","leanright"
"822","left","left"
"823","left","left"
"824","left","left"
"825","left","leanright"
"826","left","center"
"827","left","left"
"828","left","left"
"829","left","left"
"830","left","left"
"831","left","left"
"832","left","left"
"833","left","center"
"834","left","left"
"835","left","left"
"836","left","leanright"
"837","left","left"
"838","left","center"
"839","left","left"
"840","left","center"
"841","left","left"
"842","left","left"
"843","left","left"
"844","left","center"
"845","left","leanleft"
"846","left","left"
"847","left","left"
"848","left","left"
"849","left","leanright"
"850","left","leanright"
"851","left","left"
"852","left","left"
"853","left","left"
"854","left","right"
"855","left","left"
"856","left","leanleft"
"857","left","right"
"858","left","left"
"859","left","right"
"860","left","left"
"861","left","right"
"862","left","left"
"863","left","left"
"864","left","right"
"865","left","center"
"866","left","left"
"867","left","left"
"868","left","center"
"869","left","left"
"870","left","left"
"871","left","leanleft"
"872","left","left"
"873","left","left"
"874","left","left"
"875","left","leanright"
"876","left","left"
"877","left","leanright"
"878","left","left"
"879","left","left"
"880","left","leanleft"
"881","left","left"
"882","left","left"
"883","left","left"
"884","left","right"
"885","left","left"
"886","left","left"
"887","left","leanright"
"888","left","left"
"889","left","leanright"
"890","left","left"
"891","left","leanleft"
"892","left","left"
"893","left","leanleft"
"894","left","left"
"895","left","left"
"896","left","left"
"897","left","left"
"898","left","right"
"899","left","leanright"
"900","left","leanright"
"901","left","left"
"902","left","left"
"903","left","leanright"
"904","left","left"
"905","left","center"
"906","left","leanright"
"907","left","left"
"908","left","leanright"
"909","left","left"
"910","left","left"
"911","left","left"
"912","left","left"
"913","left","left"
"914","left","left"
"915","left","left"
"916","left","left"
"917","left","left"
"918","left","left"
"919","left","leanright"
"920","left","right"
"921","left","left"
"922","left","left"
"923","left","left"
"924","left","left"
"925","left","leanleft"
"926","left","left"
"927","left","leanright"
"928","left","left"
"929","left","left"
"930","left","left"
"931","left","left"
"932","left","left"
"933","left","left"
"934","left","left"
"935","left","leanright"
"936","left","leanright"
"937","left","left"
"938","left","left"
"939","left","left"
"940","left","left"
"941","left","left"
"942","left","leanleft"
"943","left","leanright"
"944","left","leanright"
"945","left","left"
"946","left","leanright"
"947","left","leanright"
"948","left","left"
"949","left","left"
"950","left","center"
"951","left","left"
"952","left","left"
"953","left","right"
"954","left","left"
"955","left","leanright"
"956","left","leanright"
"957","left","left"
"958","left","leanright"
"959","left","leanleft"
"960","left","left"
"961","left","left"
"962","left","left"
"963","left","left"
"964","left","left"
"965","left","left"
"966","left","left"
"967","left","leanright"
"968","left","left"
"969","left","right"
"970","left","leanleft"
"971","left","leanright"
"972","left","left"
"973","left","leanright"
"974","left","left"
"975","left","center"
"976","left","left"
"977","left","right"
"978","left","left"
"979","left","left"
"980","left","right"
"981","left","left"
"982","left","left"
"983","left","leanright"
"984","left","left"
"985","left","left"
"986","left","leanright"
"987","left","left"
"988","left","right"
"989","left","left"
"990","left","center"
"991","left","left"
"992","left","left"
"993","left","leanright"
"994","left","left"
"995","left","leanright"
"996","left","left"
"997","left","left"
"998","left","left"
"999","left","left"
"1000","left","left"
"1001","left","left"
"1002","left","left"
"1003","left","leanleft"
"1004","left","leanright"
"1005","left","left"
"1006","left","left"
"1007","left","left"
"1008","left","leanleft"
"1009","left","left"
"1010","left","left"
"1011","left","left"
"1012","left","left"
"1013","left","left"
"1014","left","leanleft"
"1015","left","leanright"
"1016","left","left"
"1017","left","leanright"
"1018","left","right"
"1019","left","left"
"1020","left","leanright"
"1021","left","left"
"1022","left","left"
"1023","left","left"
"1024","left","center"
"1025","left","leanleft"
"1026","left","center"
"1027","left","leanright"
"1028","left","left"
"1029","left","left"
"1030","left","left"
"1031","left","left"
"1032","left","leanright"
"1033","left","center"
"1034","left","left"
"1035","left","leanright"
"1036","left","leanright"
"1037","left","leanright"
"1038","left","center"
"1039","left","left"
"1040","left","leanleft"
"1041","left","center"
"1042","left","left"
"1043","left","left"
"1044","left","right"
"1045","left","left"
"1046","left","left"
"1047","left","left"
"1048","left","left"
"1049","left","left"
"1050","left","left"
"1051","left","center"
"1052","left","left"
"1053","left","left"
"1054","left","left"
"1055","left","leanleft"
"1056","left","left"
"1057","left","left"
"1058","left","left"
"1059","left","leanright"
"1060","left","left"
"1061","left","leanleft"
"1062","left","leanright"
"1063","left","left"
"1064","left","leanleft"
"1065","left","leanright"
"1066","left","leanleft"
"1067","left","leanleft"
"1068","left","left"
"1069","left","right"
"1070","left","left"
"1071","left","center"
"1072","left","left"
"1073","left","left"
"1074","left","left"
"1075","left","left"
"1076","left","left"
"1077","left","left"
"1078","left","center"
"1079","left","left"
"1080","left","left"
"1081","left","leanright"
"1082","left","left"
"1083","left","leanright"
"1084","left","leanleft"
"1085","left","left"
"1086","left","leanright"
"1087","left","left"
"1088","left","left"
"1089","left","leanleft"
"1090","left","left"
"1091","left","left"
"1092","left","left"
"1093","left","left"
"1094","left","right"
"1095","left","left"
"1096","left","left"
"1097","left","leanright"
"1098","left","leanleft"
"1099","left","left"
"1100","left","left"
"1101","left","leanright"
"1102","left","left"
"1103","left","left"
"1104","left","left"
"1105","left","left"
"1106","left","left"
"1107","left","leanright"
"1108","left","center"
"1109","left","leanleft"
"1110","left","left"
"1111","left","left"
"1112","left","right"
"1113","left","left"
"1114","left","leanleft"
"1115","left","left"
"1116","left","leanright"
"1117","left","leanright"
"1118","left","left"
"1119","left","left"
"1120","left","left"
"1121","left","leanright"
"1122","left","leanleft"
"1123","left","leanright"
"1124","left","left"
"1125","left","left"
"1126","left","center"
"1127","left","left"
"1128","left","left"
"1129","left","left"
"1130","left","left"
"1131","left","left"
"1132","left","leanleft"
"1133","left","left"
"1134","left","left"
"1135","left","left"
"1136","left","leanright"
"1137","left","left"
"1138","left","leanright"
"1139","left","left"
"1140","left","left"
"1141","left","left"
"1142","left","left"
"1143","left","leanright"
"1144","left","left"
"1145","left","left"
"1146","left","leanright"
"1147","left","leanright"
"1148","left","left"
"1149","left","center"
"1150","left","leanright"
"1151","left","right"
"1152","left","leanright"
"1153","left","left"
"1154","left","left"
"1155","left","left"
"1156","left","left"
"1157","left","leanright"
"1158","left","left"
"1159","left","leanright"
"1160","left","left"
"1161","left","leanright"
"1162","left","left"
"1163","left","leanright"
"1164","left","left"
"1165","left","leanright"
"1166","left","leanright"
"1167","left","left"
"1168","left","leanleft"
"1169","left","leanright"
"1170","left","left"
"1171","left","left"
"1172","left","leanright"
"1173","left","left"
"1174","left","left"
"1175","left","left"
"1176","left","center"
"1177","left","left"
"1178","left","left"
"1179","left","leanright"
"1180","left","right"
"1181","left","left"
"1182","left","leanright"
"1183","left","left"
"1184","left","center"
"1185","left","left"
"1186","left","leanright"
"1187","left","right"
"1188","left","left"
"1189","left","leanright"
"1190","left","left"
"1191","left","left"
"1192","left","right"
"1193","left","left"
"1194","left","leanright"
"1195","left","leanright"
"1196","left","left"
"1197","left","left"
"1198","left","leanright"
"1199","left","leanright"
"1200","left","leanright"
"1201","left","center"
"1202","left","leanright"
"1203","left","leanright"
"1204","left","left"
"1205","left","left"
"1206","left","left"
"1207","left","left"
"1208","left","left"
"1209","left","left"
"1210","left","leanright"
"1211","left","right"
"1212","left","center"
"1213","left","leanright"
"1214","left","leanright"
"1215","left","left"
"1216","left","right"
"1217","left","leanright"
"1218","left","left"
"1219","left","left"
"1220","left","leanright"
"1221","left","leanleft"
"1222","left","left"
"1223","left","left"
"1224","left","right"
"1225","left","left"
"1226","left","left"
"1227","left","left"
"1228","left","left"
"1229","left","leanleft"
"1230","left","left"
"1231","left","leanleft"
"1232","left","right"
"1233","left","left"
"1234","left","center"
"1235","left","leanright"
"1236","left","left"
"1237","left","left"
"1238","left","center"
"1239","left","left"
"1240","left","left"
"1241","left","leanright"
"1242","left","left"
"1243","left","leanleft"
"1244","left","left"
"1245","left","right"
"1246","left","left"
"1247","left","left"
"1248","left","left"
"1249","left","left"
"1250","left","left"
"1251","left","left"
"1252","left","left"
"1253","left","leanright"
"1254","left","leanright"
"1255","left","leanright"
"1256","left","left"
"1257","left","left"
"1258","left","left"
"1259","left","left"
"1260","left","left"
"1261","left","leanleft"
"1262","left","left"
"1263","left","left"
"1264","left","left"
"1265","left","leanright"
"1266","left","leanright"
"1267","left","right"
"1268","left","left"
"1269","left","left"
"1270","left","left"
"1271","left","leanleft"
"1272","left","right"
"1273","left","leanright"
"1274","left","leanleft"
"1275","left","leanright"
"1276","left","right"
"1277","left","left"
"1278","left","left"
"1279","left","leanright"
"1280","left","leanright"
"1281","left","left"
"1282","left","leanright"
"1283","left","left"
"1284","left","leanleft"
"1285","left","leanleft"
"1286","left","right"
"1287","left","left"
"1288","left","leanright"
"1289","left","left"
"1290","left","left"
"1291","left","leanleft"
"1292","left","leanright"
"1293","left","left"
"1294","left","left"
"1295","left","left"
"1296","left","leanright"
"1297","left","left"
"1298","left","left"
"1299","left","leanright"
"1300","left","left"
"1301","left","left"
"1302","left","left"
"1303","left","left"
"1304","left","left"
"1305","left","left"
"1306","left","left"
"1307","left","left"
"1308","left","leanright"
"1309","left","left"
"1310","left","left"
"1311","left","left"
"1312","left","leanright"
"1313","left","left"
"1314","left","left"
"1315","left","leanleft"
"1316","left","left"
"1317","left","left"
"1318","left","leanright"
"1319","left","left"
"1320","left","left"
"1321","left","leanright"
"1322","left","left"
"1323","left","leanright"
"1324","left","right"
"1325","left","left"
"1326","left","left"
"1327","left","left"
"1328","left","left"
"1329","left","right"
"1330","left","left"
"1331","left","left"
"1332","left","left"
"1333","left","leanright"
"1334","left","left"
"1335","left","left"
"1336","left","leanleft"
"1337","left","leanleft"
"1338","left","left"
"1339","left","left"
"1340","left","leanleft"
"1341","left","center"
"1342","left","leanright"
"1343","left","left"
"1344","left","center"
"1345","left","leanright"
"1346","left","leanright"
"1347","left","leanleft"
"1348","left","left"
"1349","left","leanright"
"1350","left","leanright"
"1351","left","left"
"1352","left","left"
"1353","left","leanright"
"1354","left","left"
"1355","left","left"
"1356","left","left"
"1357","left","left"
"1358","left","left"
"1359","left","center"
"1360","left","left"
"1361","left","leanright"
"1362","left","left"
"1363","left","center"
"1364","left","left"
"1365","left","leanleft"
"1366","left","center"
"1367","left","left"
"1368","left","left"
"1369","left","left"
"1370","left","left"
"1371","left","left"
"1372","left","left"
"1373","left","leanright"
"1374","left","left"
"1375","left","leanright"
"1376","left","leanleft"
"1377","left","center"
"1378","left","leanright"
"1379","left","left"
"1380","left","left"
"1381","left","left"
"1382","left","leanright"
"1383","left","leanright"
"1384","left","left"
"1385","left","left"
"1386","left","left"
"1387","left","leanleft"
"1388","left","left"
"1389","left","leanleft"
"1390","left","leanright"
"1391","left","right"
"1392","left","left"
"1393","left","left"
"1394","left","left"
"1395","left","left"
"1396","left","left"
"1397","left","leanleft"
"1398","left","left"
"1399","left","left"
"1400","left","left"
"1401","left","left"
"1402","left","right"
"1403","left","leanleft"
"1404","left","left"
"1405","left","left"
"1406","left","left"
"1407","left","left"
"1408","left","leanleft"
"1409","left","leanright"
"1410","left","left"
"1411","left","left"
"1412","left","leanleft"
"1413","left","left"
"1414","left","left"
"1415","left","left"
"1416","left","left"
"1417","left","left"
"1418","left","left"
"1419","left","left"
"1420","left","left"
"1421","left","left"
"1422","left","leanright"
"1423","left","leanleft"
"1424","left","left"
"1425","left","left"
"1426","left","left"
"1427","left","left"
"1428","left","leanright"
"1429","left","leanright"
"1430","left","leanright"
"1431","left","right"
"1432","left","left"
"1433","left","left"
"1434","left","left"
"1435","left","left"
"1436","left","leanleft"
"1437","left","leanright"
"1438","left","left"
"1439","left","left"
"1440","left","leanleft"
"1441","left","left"
"1442","left","center"
"1443","left","left"
"1444","left","left"
"1445","left","left"
"1446","left","leanright"
"1447","left","leanright"
"1448","left","leanright"
"1449","left","leanright"
"1450","left","left"
"1451","left","leanleft"
"1452","left","leanright"
"1453","left","left"
"1454","left","left"
"1455","left","leanleft"
"1456","left","left"
"1457","left","left"
"1458","left","leanleft"
"1459","left","leanright"
"1460","left","leanleft"
"1461","left","left"
"1462","left","left"
"1463","left","left"
"1464","left","left"
"1465","left","leanleft"
"1466","left","leanright"
"1467","left","left"
"1468","left","leanright"
"1469","left","leanleft"
"1470","left","left"
"1471","left","left"
"1472","left","left"
"1473","left","left"
"1474","left","left"
"1475","left","right"
"1476","left","leanright"
"1477","left","leanright"
"1478","left","leanleft"
"1479","left","left"
"1480","left","left"
"1481","left","left"
"1482","left","left"
"1483","left","leanright"
"1484","left","left"
"1485","left","leanright"
"1486","left","left"
"1487","left","left"
"1488","left","left"
"1489","left","left"
"1490","left","leanright"
"1491","left","right"
"1492","left","left"
"1493","left","center"
"1494","left","left"
"1495","left","left"
"1496","left","left"
"1497","left","leanright"
"1498","left","right"
"1499","left","leanright"
"1500","left","left"
"1501","left","left"
"1502","left","left"
"1503","left","leanright"
"1504","left","leanright"
"1505","left","leanright"
"1506","left","left"
"1507","left","left"
"1508","left","leanright"
"1509","left","leanright"
"1510","left","leanright"
"1511","left","right"
"1512","left","right"
"1513","left","left"
"1514","left","right"
"1515","left","leanleft"
"1516","left","left"
"1517","left","right"
"1518","left","left"
"1519","left","leanright"
"1520","left","center"
"1521","left","leanright"
"1522","left","left"
"1523","left","left"
"1524","left","leanright"
"1525","left","leanleft"
"1526","left","right"
"1527","left","center"
"1528","left","leanleft"
"1529","left","leanright"
"1530","left","leanright"
"1531","left","leanright"
"1532","left","left"
"1533","left","left"
"1534","left","left"
"1535","left","center"
"1536","left","leanright"
"1537","left","right"
"1538","left","left"
"1539","left","leanleft"
"1540","left","left"
"1541","left","left"
"1542","left","left"
"1543","left","left"
"1544","left","left"
"1545","left","leanleft"
"1546","left","leanright"
"1547","left","left"
