"","actual_class","predicted_class"
"164","left","center"
"165","left","leanleft"
"166","left","right"
"167","left","left"
"168","left","right"
"169","left","center"
"170","left","left"
"171","left","center"
"172","left","left"
"173","left","leanleft"
"174","left","right"
"175","left","center"
"176","left","left"
"177","left","left"
"178","left","right"
"179","left","right"
"180","left","leanright"
"181","left","left"
"182","left","center"
"183","left","left"
"184","left","left"
"185","left","left"
"186","left","left"
"187","left","right"
"188","left","left"
"189","left","leanleft"
"190","left","left"
"191","left","leanleft"
"192","left","right"
"193","left","leanright"
"194","left","leanright"
"195","left","right"
"196","left","left"
"197","left","left"
"198","left","center"
"199","left","leanright"
"200","left","left"
"201","left","leanright"
"202","left","center"
"203","left","leanright"
"204","left","center"
"205","left","right"
"206","left","leanright"
"207","left","center"
"208","left","center"
"209","left","left"
"210","left","leanright"
"211","left","leanright"
"212","left","left"
"213","left","center"
"214","left","center"
"215","left","left"
"216","left","right"
"217","left","left"
"218","left","center"
"219","left","center"
"220","left","leanleft"
"221","left","left"
"222","left","left"
"223","left","left"
"224","left","leanleft"
"225","left","leanleft"
"226","left","leanright"
"227","left","right"
"228","left","left"
"229","left","leanleft"
"230","left","left"
"231","left","left"
"232","left","leanright"
"233","left","leanright"
"234","left","left"
"235","left","left"
"236","left","left"
"237","left","right"
"238","left","left"
"239","left","center"
"240","left","left"
"241","left","center"
"242","left","right"
"243","left","center"
"244","left","left"
"245","left","leanleft"
"246","left","left"
"247","left","left"
"248","left","right"
"249","left","left"
"250","left","center"
"251","left","leanleft"
"252","left","left"
"253","left","leanright"
"254","left","left"
"255","left","left"
"256","left","left"
"257","left","leanright"
"258","left","leanright"
"259","left","leanright"
"260","left","right"
"261","left","left"
"262","left","right"
"263","left","left"
"264","left","right"
"265","left","left"
"266","left","left"
"267","left","left"
"268","left","center"
"269","left","left"
"270","left","right"
"271","left","leanleft"
"272","left","right"
"273","left","left"
"274","left","center"
"275","left","left"
"276","left","center"
"277","left","left"
"278","left","right"
"279","left","leanleft"
"280","left","left"
"281","left","leanleft"
"282","left","leanright"
"283","left","left"
"284","left","left"
"285","left","left"
"286","left","right"
"287","left","left"
"288","left","left"
"289","left","leanright"
"290","left","center"
"291","left","left"
"292","left","center"
"293","left","left"
"294","left","leanleft"
"295","left","center"
"296","left","leanright"
"297","left","center"
"298","left","left"
"299","left","right"
"300","left","leanleft"
"301","left","left"
"302","left","left"
"303","left","left"
"304","left","leanright"
"305","left","leanleft"
"306","left","left"
"307","left","left"
"308","left","left"
"309","left","left"
"310","left","right"
"311","left","leanright"
"312","left","left"
"313","left","leanleft"
"314","left","leanleft"
"315","left","center"
"316","left","left"
"317","left","left"
"318","left","center"
"319","left","leanleft"
"320","left","left"
"321","left","left"
"322","left","leanright"
"323","left","center"
"324","left","right"
"325","left","leanleft"
"326","left","center"
"327","left","right"
"328","left","right"
"329","left","left"
"330","left","leanright"
"331","left","left"
"332","left","leanleft"
"333","left","left"
"334","left","left"
"335","left","leanleft"
"336","left","leanleft"
"337","left","left"
"338","left","right"
"339","left","right"
"340","left","right"
"341","left","leanleft"
"342","left","center"
"343","left","left"
"344","left","left"
"345","left","left"
"346","left","left"
"347","left","right"
"348","left","left"
"349","left","right"
"350","left","right"
"351","left","left"
"352","left","left"
"353","left","left"
"354","left","right"
"355","left","center"
"356","left","leanright"
"357","left","left"
"358","left","right"
"359","left","right"
"360","left","left"
"361","left","left"
"362","left","center"
"363","left","leanleft"
"364","left","left"
"365","left","center"
"366","left","left"
"367","left","center"
"368","left","leanleft"
"369","left","left"
"370","left","center"
"371","left","right"
"372","left","leanright"
"373","left","right"
"374","left","leanleft"
"375","left","right"
"376","left","right"
"377","left","left"
"378","left","left"
"379","left","left"
"380","left","left"
"381","left","left"
"382","left","left"
"383","left","center"
"384","left","left"
"385","left","center"
"386","left","left"
"387","left","left"
"388","left","left"
"389","left","left"
"390","left","right"
"391","left","leanright"
"392","left","left"
"393","left","left"
"394","left","leanright"
"395","left","left"
"396","left","leanright"
"397","left","center"
"398","left","center"
"399","left","left"
"400","left","left"
"401","left","center"
"402","left","left"
"403","left","right"
"404","left","left"
"405","left","left"
"406","left","left"
"407","left","left"
"408","left","left"
"409","left","center"
"410","left","right"
"411","left","left"
"412","left","left"
"413","left","center"
"414","left","left"
"415","left","center"
"416","left","right"
"417","left","right"
"418","left","right"
"419","left","left"
"420","left","leanleft"
"421","left","left"
"422","left","leanright"
"423","left","left"
"424","left","leanright"
"425","left","center"
"426","left","left"
"427","left","left"
"428","left","left"
"429","left","leanright"
"430","left","left"
"431","left","leanleft"
"432","left","right"
"433","left","right"
"434","left","left"
"435","left","left"
"436","left","left"
"437","left","leanleft"
"438","left","center"
"439","left","left"
"440","left","leanright"
"441","left","left"
"442","left","center"
"443","left","left"
"444","left","left"
"445","left","left"
"446","left","left"
"447","left","leanright"
"448","left","left"
"449","left","center"
"450","left","right"
"451","left","center"
"452","left","right"
"453","left","left"
"454","left","left"
"455","left","left"
"456","left","leanleft"
"457","left","leanright"
"458","left","left"
"459","left","left"
"460","left","left"
"461","left","right"
"462","left","leanright"
"463","left","leanleft"
"464","left","left"
"465","left","left"
"466","left","leanright"
"467","left","left"
"468","left","left"
"469","left","leanleft"
"470","left","center"
"471","left","leanright"
"472","left","center"
"473","left","leanleft"
"474","left","center"
"475","left","left"
"476","left","center"
"477","left","left"
"478","left","left"
"479","left","center"
"480","left","right"
"481","left","right"
"482","left","center"
"483","left","left"
"484","left","left"
"485","left","left"
"486","left","right"
"487","left","right"
"488","left","left"
"489","left","leanleft"
"490","left","right"
"491","left","left"
"492","left","center"
"493","left","left"
"494","left","left"
"495","left","left"
"496","left","right"
"497","left","right"
"498","left","leanleft"
"499","left","left"
"500","left","left"
"501","left","right"
"502","left","left"
"503","left","left"
"504","left","leanright"
"505","left","left"
"506","left","center"
"507","left","left"
"508","left","left"
"509","left","leanleft"
"510","left","center"
"511","left","leanleft"
"512","left","left"
"513","left","left"
"514","left","left"
"515","left","right"
"516","left","leanleft"
"517","left","right"
"518","left","left"
"519","left","leanleft"
"520","left","right"
"521","left","left"
"522","left","left"
"523","left","left"
"524","left","right"
"525","left","center"
"526","left","left"
"527","left","leanleft"
"528","left","leanright"
"529","left","right"
"530","left","right"
"531","left","left"
"532","left","left"
"533","left","center"
"534","left","leanleft"
"535","left","leanright"
"536","left","left"
"537","left","center"
"538","left","left"
"539","left","left"
"540","left","left"
"541","left","left"
"542","left","leanleft"
"543","left","left"
"544","left","left"
"545","left","left"
"546","left","leanright"
"547","left","right"
"548","left","left"
"549","left","right"
"550","left","left"
"551","left","leanleft"
"552","left","left"
"553","left","left"
"554","left","leanleft"
"555","left","right"
"556","left","leanleft"
"557","left","center"
"558","left","right"
"559","left","left"
"560","left","right"
"561","left","left"
"562","left","left"
"563","left","left"
"564","left","left"
"565","left","center"
"566","left","right"
"567","left","left"
"568","left","center"
"569","left","left"
"570","left","right"
"571","left","leanleft"
"572","left","center"
"573","left","left"
"574","left","left"
"575","left","left"
"576","left","left"
"577","left","leanright"
"578","left","center"
"579","left","left"
"580","left","center"
"581","left","left"
"582","left","right"
"583","left","left"
"584","left","left"
"585","left","leanleft"
"586","left","leanleft"
"587","left","left"
"588","left","left"
"589","left","left"
"590","left","right"
"591","left","center"
"592","left","left"
"593","left","center"
"594","left","left"
"595","left","leanleft"
"596","left","leanright"
"597","left","right"
"598","left","left"
"599","left","right"
"600","left","right"
"601","left","left"
"602","left","right"
"603","left","center"
"604","left","right"
"605","left","left"
"606","left","left"
"607","left","left"
"608","left","right"
"609","left","left"
"610","left","right"
"611","left","left"
"612","left","left"
"613","left","center"
"614","left","left"
"615","left","right"
"616","left","left"
"617","left","leanright"
"618","left","leanright"
"619","left","leanright"
"620","left","leanright"
"621","left","center"
"622","left","center"
"623","left","left"
"624","left","left"
"625","left","left"
"626","left","left"
"627","left","center"
"628","left","right"
"629","left","left"
"630","left","leanleft"
"631","left","center"
"632","left","right"
"633","left","left"
"634","left","center"
"635","left","left"
"636","left","center"
"637","left","leanleft"
"638","left","left"
"639","left","center"
"640","left","leanright"
"641","left","right"
"642","left","left"
"643","left","center"
"644","left","left"
"645","left","left"
"646","left","left"
"647","left","leanleft"
"648","left","leanleft"
"649","left","left"
"650","left","leanleft"
"651","left","leanleft"
"652","left","center"
"653","left","left"
"654","left","leanleft"
"655","left","left"
"656","left","leanright"
"657","left","left"
"658","left","leanright"
"659","left","right"
"660","left","leanleft"
"661","left","left"
"662","left","left"
"663","left","left"
"664","left","left"
"665","left","right"
"666","left","center"
"667","left","left"
"668","left","leanleft"
"669","left","leanright"
"670","left","leanright"
"671","left","leanleft"
"672","left","left"
"673","left","leanleft"
"674","left","leanright"
"675","left","left"
"676","left","left"
"677","left","leanright"
"678","left","right"
"679","left","right"
"680","left","right"
"681","left","center"
"682","left","center"
"683","left","left"
"684","left","leanleft"
"685","left","left"
"686","left","right"
"687","left","leanleft"
"688","left","left"
"689","left","leanleft"
"690","left","left"
"691","left","right"
"692","left","left"
"693","left","right"
"694","left","center"
"695","left","right"
"696","left","right"
"697","left","left"
"698","left","left"
"699","left","leanleft"
"700","left","left"
"701","left","leanright"
"702","left","left"
"703","left","center"
"704","left","left"
"705","left","leanleft"
"706","left","leanright"
"707","left","center"
"708","left","leanright"
"709","left","leanright"
"710","left","right"
"711","left","center"
"712","left","left"
"713","left","leanright"
"714","left","leanright"
"715","left","center"
"716","left","right"
"717","left","leanleft"
"718","left","leanright"
"719","left","left"
"720","left","leanright"
"721","left","left"
"722","left","leanleft"
"723","left","left"
"724","left","leanleft"
"725","left","leanright"
"726","left","leanleft"
"727","left","left"
"728","left","center"
"729","left","right"
"730","left","right"
"731","left","leanright"
"732","left","leanleft"
"733","left","left"
"734","left","right"
"735","left","left"
"736","left","left"
"737","left","left"
"738","left","left"
"739","left","left"
"740","left","right"
"741","left","right"
"742","left","left"
"743","left","right"
"744","left","left"
"745","left","center"
"746","left","left"
"747","left","right"
"748","left","leanright"
"749","left","left"
"750","left","center"
"751","left","left"
"752","left","center"
"753","left","right"
"754","left","left"
"755","left","center"
"756","left","leanleft"
"757","left","center"
"758","left","center"
"759","left","left"
"760","left","left"
"761","left","left"
"762","left","left"
"763","left","left"
"764","left","left"
"765","left","right"
"766","left","right"
"767","left","left"
"768","left","right"
"769","left","leanleft"
"770","left","center"
"771","left","center"
"772","left","left"
"773","left","right"
"774","left","left"
"775","left","right"
"776","left","left"
"777","left","center"
"778","left","left"
"779","left","left"
"780","left","left"
"781","left","right"
"782","left","left"
"783","left","leanright"
"784","left","leanright"
"785","left","leanright"
"786","left","left"
"787","left","left"
"788","left","leanleft"
"789","left","left"
"790","left","left"
"791","left","leanleft"
"792","left","right"
"793","left","leanright"
"794","left","left"
"795","left","right"
"796","left","left"
"797","left","left"
"798","left","left"
"799","left","left"
"800","left","right"
"801","left","center"
"802","left","leanright"
"803","left","leanleft"
"804","left","left"
"805","left","left"
"806","left","leanleft"
"807","left","left"
"808","left","left"
"809","left","left"
"810","left","right"
"811","left","right"
"812","left","left"
"813","left","leanleft"
"814","left","leanright"
"815","left","left"
"816","left","left"
"817","left","leanright"
"818","left","right"
"819","left","leanright"
"820","left","leanright"
"821","left","center"
"822","left","right"
"823","left","left"
"824","left","leanleft"
"825","left","center"
"826","left","center"
"827","left","leanleft"
"828","left","left"
"829","left","left"
"830","left","left"
"831","left","center"
"832","left","right"
"833","left","left"
"834","left","leanleft"
"835","left","left"
"836","left","leanright"
"837","left","right"
"838","left","left"
"839","left","center"
"840","left","right"
"841","left","right"
"842","left","leanright"
"843","left","leanright"
"844","left","left"
"845","left","leanright"
"846","left","left"
"847","left","left"
"848","left","leanleft"
"849","left","center"
"850","left","leanright"
"851","left","left"
"852","left","left"
"853","left","left"
"854","left","left"
"855","left","left"
"856","left","left"
"857","left","left"
"858","left","leanleft"
"859","left","center"
"860","left","right"
"861","left","left"
"862","left","center"
"863","left","left"
"864","left","left"
"865","left","left"
"866","left","right"
"867","left","leanright"
"868","left","leanleft"
"869","left","right"
"870","left","center"
"871","left","leanright"
"872","left","leanright"
"873","left","left"
"874","left","left"
"875","left","center"
"876","left","left"
"877","left","left"
"878","left","leanleft"
"879","left","center"
"880","left","leanright"
"881","left","left"
"882","left","right"
"883","left","right"
"884","left","left"
"885","left","left"
"886","left","right"
"887","left","left"
"888","left","left"
"889","left","left"
"890","left","center"
"891","left","left"
"892","left","leanleft"
"893","left","leanright"
"894","left","right"
"895","left","left"
"896","left","left"
"897","left","center"
"898","left","leanleft"
"899","left","center"
"900","left","leanright"
"901","left","center"
"902","left","left"
"903","left","center"
"904","left","left"
"905","left","left"
"906","left","left"
"907","left","leanleft"
"908","left","leanright"
"909","left","center"
"910","left","leanleft"
"911","left","center"
"912","left","left"
"913","left","left"
"914","left","left"
"915","left","left"
"916","left","center"
"917","left","right"
"918","left","right"
"919","left","leanright"
"920","left","center"
"921","left","right"
"922","left","left"
"923","left","left"
"924","left","left"
"925","left","leanright"
"926","left","left"
"927","left","leanleft"
"928","left","left"
"929","left","left"
"930","left","left"
"931","left","leanright"
"932","left","leanleft"
"933","left","left"
"934","left","left"
"935","left","left"
"936","left","left"
"937","left","leanleft"
"938","left","leanleft"
"939","left","left"
"940","left","center"
"941","left","left"
"942","left","right"
"943","left","left"
"944","left","leanright"
"945","left","left"
"946","left","leanright"
"947","left","center"
"948","left","left"
"949","left","left"
"950","left","left"
"951","left","left"
"952","left","left"
"953","left","right"
"954","left","leanleft"
"955","left","leanleft"
"956","left","center"
"957","left","center"
"958","left","center"
"959","left","right"
"960","left","left"
"961","left","right"
"962","left","center"
"963","left","left"
"964","left","right"
"965","left","left"
"966","left","leanright"
"967","left","left"
"968","left","left"
"969","left","left"
"970","left","center"
"971","left","center"
"972","left","leanright"
"973","left","leanright"
"974","left","right"
"975","left","leanright"
"976","left","right"
"977","left","left"
"978","left","right"
"979","left","left"
"980","left","left"
"981","left","left"
"982","left","leanleft"
"983","left","leanright"
"984","left","left"
"985","left","left"
"986","left","left"
"987","left","leanleft"
"988","left","left"
"989","left","left"
"990","left","right"
"991","left","leanright"
"992","left","leanright"
"993","left","center"
"994","left","left"
"995","left","center"
"996","left","center"
"997","left","center"
"998","left","left"
"999","left","leanleft"
"1000","left","center"
"1001","left","center"
"1002","left","left"
"1003","left","center"
"1004","left","left"
"1005","left","left"
"1006","left","left"
"1007","left","right"
"1008","left","center"
"1009","left","left"
"1010","left","left"
"1011","left","right"
"1012","left","center"
"1013","left","center"
"1014","left","right"
"1015","left","center"
"1016","left","right"
"1017","left","right"
"1018","left","right"
"1019","left","left"
"1020","left","center"
"1021","left","right"
"1022","left","left"
"1023","left","center"
"1024","left","center"
"1025","left","leanright"
"1026","left","right"
"1027","left","left"
"1028","left","leanleft"
"1029","left","left"
"1030","left","left"
"1031","left","leanright"
"1032","left","center"
"1033","left","right"
"1034","left","center"
"1035","left","left"
"1036","left","center"
"1037","left","left"
"1038","left","right"
"1039","left","center"
"1040","left","left"
"1041","left","left"
"1042","left","left"
"1043","left","left"
"1044","left","right"
"1045","left","leanleft"
"1046","left","left"
"1047","left","leanright"
"1048","left","leanleft"
"1049","left","left"
"1050","left","center"
"1051","left","center"
"1052","left","left"
"1053","left","left"
"1054","left","right"
"1055","left","left"
"1056","left","left"
"1057","left","left"
"1058","left","right"
"1059","left","right"
"1060","left","left"
"1061","left","leanleft"
"1062","left","left"
"1063","left","left"
"1064","left","right"
"1065","left","left"
"1066","left","center"
"1067","left","left"
"1068","left","center"
"1069","left","left"
"1070","left","left"
"1071","left","left"
"1072","left","right"
"1073","left","left"
"1074","left","left"
"1075","left","left"
"1076","left","left"
"1077","left","center"
"1078","left","right"
"1079","left","left"
"1080","left","left"
"1081","left","leanright"
"1082","left","right"
"1083","left","left"
"1084","left","leanleft"
"1085","left","left"
"1086","left","right"
"1087","left","left"
"1088","left","right"
"1089","left","center"
"1090","left","left"
"1091","left","left"
"1092","left","right"
"1093","left","leanleft"
"1094","left","right"
"1095","left","right"
"1096","left","left"
"1097","left","right"
"1098","left","right"
"1099","left","leanright"
"1100","left","left"
"1101","left","right"
"1102","left","left"
"1103","left","left"
"1104","left","left"
"1105","left","left"
"1106","left","leanright"
"1107","left","leanright"
"1108","left","right"
"1109","left","left"
"1110","left","leanleft"
"1111","left","left"
"1112","left","left"
"1113","left","left"
"1114","left","left"
"1115","left","left"
"1116","left","leanleft"
"1117","left","leanright"
"1118","left","left"
"1119","left","leanleft"
"1120","left","left"
"1121","left","left"
"1122","left","left"
"1123","left","left"
"1124","left","right"
"1125","left","left"
"1126","left","right"
"1127","left","left"
"1128","left","left"
"1129","left","center"
"1130","left","left"
"1131","left","left"
"1132","left","leanleft"
"1133","left","left"
"1134","left","leanleft"
"1135","left","left"
"1136","left","left"
"1137","left","left"
"1138","left","leanleft"
"1139","left","right"
"1140","left","left"
"1141","left","left"
"1142","left","left"
"1143","left","leanleft"
"1144","left","left"
"1145","left","leanleft"
"1146","left","leanright"
"1147","left","leanleft"
"1148","left","center"
"1149","left","left"
"1150","left","left"
"1151","left","leanleft"
"1152","left","left"
"1153","left","center"
"1154","left","center"
"1155","left","left"
"1156","left","leanleft"
"1157","left","leanright"
"1158","left","left"
"1159","left","left"
"1160","left","left"
"1161","left","right"
"1162","left","left"
"1163","left","leanright"
"1164","left","right"
"1165","left","left"
"1166","left","right"
"1167","left","left"
"1168","left","leanright"
"1169","left","left"
"1170","left","left"
"1171","left","leanleft"
"1172","left","leanleft"
"1173","left","center"
"1174","left","left"
"1175","left","center"
"1176","left","right"
"1177","left","left"
"1178","left","leanleft"
"1179","left","left"
"1180","left","leanleft"
"1181","left","leanleft"
"1182","left","center"
"1183","left","leanright"
"1184","left","left"
"1185","left","leanleft"
"1186","left","right"
"1187","left","left"
"1188","left","leanleft"
"1189","left","left"
"1190","left","right"
"1191","left","left"
"1192","left","right"
"1193","left","left"
"1194","left","center"
"1195","left","left"
"1196","left","leanleft"
"1197","left","left"
"1198","left","leanright"
"1199","left","left"
"1200","left","leanright"
"1201","left","center"
"1202","left","center"
"1203","left","leanleft"
"1204","left","right"
"1205","left","leanleft"
"1206","left","left"
"1207","left","left"
"1208","left","left"
"1209","left","left"
"1210","left","left"
"1211","left","right"
"1212","left","left"
"1213","left","leanleft"
"1214","left","left"
"1215","left","leanright"
"1216","left","leanleft"
"1217","left","leanright"
"1218","left","center"
"1219","left","left"
"1220","left","left"
"1221","left","leanleft"
"1222","left","left"
"1223","left","left"
"1224","left","right"
"1225","left","center"
"1226","left","leanleft"
"1227","left","left"
"1228","left","left"
"1229","left","left"
"1230","left","left"
"1231","left","center"
"1232","left","leanleft"
"1233","left","right"
"1234","left","left"
"1235","left","right"
"1236","left","left"
"1237","left","right"
"1238","left","center"
"1239","left","left"
"1240","left","left"
"1241","left","leanright"
"1242","left","left"
"1243","left","center"
"1244","left","left"
"1245","left","right"
"1246","left","left"
"1247","left","left"
"1248","left","left"
"1249","left","left"
"1250","left","left"
"1251","left","left"
"1252","left","left"
"1253","left","leanleft"
"1254","left","left"
"1255","left","left"
"1256","left","center"
"1257","left","left"
"1258","left","left"
"1259","left","left"
"1260","left","center"
"1261","left","right"
"1262","left","right"
"1263","left","left"
"1264","left","left"
"1265","left","left"
"1266","left","leanright"
"1267","left","right"
"1268","left","leanleft"
"1269","left","leanleft"
"1270","left","left"
"1271","left","center"
"1272","left","center"
"1273","left","left"
"1274","left","left"
"1275","left","left"
"1276","left","left"
"1277","left","right"
"1278","left","center"
"1279","left","center"
"1280","left","center"
"1281","left","center"
"1282","left","left"
"1283","left","right"
"1284","left","left"
"1285","left","center"
"1286","left","center"
"1287","left","left"
"1288","left","center"
"1289","left","left"
"1290","left","left"
"1291","left","leanright"
"1292","left","left"
"1293","left","center"
"1294","left","left"
"1295","left","left"
"1296","left","right"
"1297","left","right"
"1298","left","left"
"1299","left","leanleft"
"1300","left","left"
"1301","left","left"
"1302","left","leanleft"
"1303","left","left"
"1304","left","left"
"1305","left","left"
"1306","left","left"
"1307","left","leanleft"
"1308","left","leanright"
"1309","left","left"
"1310","left","left"
"1311","left","left"
"1312","left","leanright"
"1313","left","right"
"1314","left","center"
"1315","left","left"
"1316","left","left"
"1317","left","right"
"1318","left","leanright"
"1319","left","left"
"1320","left","left"
"1321","left","leanleft"
"1322","left","left"
"1323","left","left"
"1324","left","left"
"1325","left","right"
"1326","left","left"
"1327","left","left"
"1328","left","leanright"
"1329","left","right"
"1330","left","left"
"1331","left","right"
"1332","left","left"
"1333","left","left"
"1334","left","left"
"1335","left","left"
"1336","left","leanright"
"1337","left","right"
"1338","left","left"
"1339","left","center"
"1340","left","leanleft"
"1341","left","leanleft"
"1342","left","leanleft"
"1343","left","leanleft"
"1344","left","leanleft"
"1345","left","left"
"1346","left","center"
"1347","left","left"
"1348","left","right"
"1349","left","leanleft"
"1350","left","center"
"1351","left","left"
"1352","left","right"
"1353","left","leanleft"
"1354","left","leanleft"
"1355","left","leanleft"
"1356","left","leanleft"
"1357","left","left"
"1358","left","left"
"1359","left","left"
"1360","left","left"
"1361","left","center"
"1362","left","left"
"1363","left","leanleft"
"1364","left","leanright"
"1365","left","left"
"1366","left","left"
"1367","left","right"
"1368","left","right"
"1369","left","leanleft"
"1370","left","leanleft"
"1371","left","left"
"1372","left","left"
"1373","left","center"
"1374","left","leanleft"
"1375","left","leanright"
"1376","left","leanright"
"1377","left","left"
"1378","left","leanleft"
"1379","left","left"
"1380","left","leanright"
"1381","left","leanright"
"1382","left","leanright"
"1383","left","leanright"
"1384","left","left"
"1385","left","left"
"1386","left","left"
"1387","left","left"
"1388","left","left"
"1389","left","center"
"1390","left","leanleft"
"1391","left","left"
"1392","left","center"
"1393","left","left"
"1394","left","left"
"1395","left","left"
"1396","left","left"
"1397","left","left"
"1398","left","leanleft"
"1399","left","center"
"1400","left","center"
"1401","left","left"
"1402","left","left"
"1403","left","leanright"
"1404","left","leanleft"
"1405","left","left"
"1406","left","center"
"1407","left","right"
"1408","left","left"
"1409","left","leanleft"
"1410","left","right"
"1411","left","left"
"1412","left","left"
"1413","left","right"
"1414","left","left"
"1415","left","leanleft"
"1416","left","left"
"1417","left","left"
"1418","left","leanleft"
"1419","left","left"
"1420","left","left"
"1421","left","left"
"1422","left","left"
"1423","left","leanleft"
"1424","left","left"
"1425","left","leanright"
"1426","left","right"
"1427","left","left"
"1428","left","center"
"1429","left","leanright"
"1430","left","leanright"
"1431","left","leanleft"
"1432","left","left"
"1433","left","left"
"1434","left","left"
"1435","left","center"
"1436","left","center"
"1437","left","center"
"1438","left","left"
"1439","left","left"
"1440","left","leanright"
"1441","left","left"
"1442","left","center"
"1443","left","left"
"1444","left","leanleft"
"1445","left","leanleft"
"1446","left","left"
"1447","left","left"
"1448","left","left"
"1449","left","left"
"1450","left","left"
"1451","left","leanleft"
"1452","left","leanleft"
"1453","left","left"
"1454","left","left"
"1455","left","leanleft"
"1456","left","center"
"1457","left","right"
"1458","left","leanright"
"1459","left","left"
"1460","left","left"
"1461","left","left"
"1462","left","left"
"1463","left","left"
"1464","left","right"
"1465","left","left"
"1466","left","right"
"1467","left","left"
"1468","left","left"
"1469","left","left"
"1470","left","left"
"1471","left","left"
"1472","left","left"
"1473","left","right"
"1474","left","center"
"1475","left","leanright"
"1476","left","left"
"1477","left","right"
"1478","left","leanright"
"1479","left","left"
"1480","left","left"
"1481","left","left"
"1482","left","center"
"1483","left","leanright"
"1484","left","center"
"1485","left","left"
"1486","left","leanleft"
"1487","left","right"
"1488","left","left"
"1489","left","left"
"1490","left","leanright"
"1491","left","left"
"1492","left","center"
"1493","left","left"
"1494","left","right"
"1495","left","left"
"1496","left","leanright"
"1497","left","center"
"1498","left","left"
"1499","left","left"
"1500","left","center"
"1501","left","left"
"1502","left","left"
"1503","left","left"
"1504","left","left"
"1505","left","left"
"1506","left","center"
"1507","left","left"
"1508","left","leanleft"
"1509","left","left"
"1510","left","right"
"1511","left","right"
"1512","left","leanleft"
"1513","left","left"
"1514","left","left"
"1515","left","center"
"1516","left","leanleft"
"1517","left","leanleft"
"1518","left","leanleft"
"1519","left","leanleft"
"1520","left","center"
"1521","left","left"
"1522","left","left"
"1523","left","left"
"1524","left","leanleft"
"1525","left","center"
"1526","left","center"
"1527","left","left"
"1528","left","leanright"
"1529","left","leanright"
"1530","left","left"
"1531","left","left"
"1532","left","left"
"1533","left","left"
"1534","left","left"
"1535","left","right"
"1536","left","center"
"1537","left","right"
"1538","left","right"
"1539","left","left"
"1540","left","left"
"1541","left","leanleft"
"1542","left","left"
"1543","left","left"
"1544","left","left"
"1545","left","right"
"1546","left","right"
"1547","left","leanleft"
"1548","left","leanright"
"1549","left","left"
"1550","left","left"
"1551","left","left"
"1552","left","leanleft"
"1553","left","leanright"
"1554","left","left"
"1555","left","right"
"1556","left","right"
"1557","left","left"
"1558","left","left"
"1559","left","left"
"1560","left","right"
"1561","left","leanright"
"1562","left","center"
"1563","left","leanleft"
