"","actual_class","predicted_class"
"323","left","center"
"324","left","left"
"325","left","leanleft"
"326","left","left"
"327","left","left"
"328","left","left"
"329","left","leanleft"
"330","left","center"
"331","left","right"
"332","left","center"
"333","left","left"
"334","left","right"
"335","left","leanleft"
"336","left","leanright"
"337","left","leanleft"
"338","left","leanright"
"339","left","leanleft"
"340","left","left"
"341","left","leanleft"
"342","left","left"
"343","left","left"
"344","left","left"
"345","left","left"
"346","left","left"
"347","left","left"
"348","left","left"
"349","left","right"
"350","left","left"
"351","left","right"
"352","left","leanright"
"353","left","left"
"354","left","left"
"355","left","right"
"356","left","left"
"357","left","left"
"358","left","right"
"359","left","left"
"360","left","leanleft"
"361","left","left"
"362","left","left"
"363","left","left"
"364","left","left"
"365","left","leanright"
"366","left","left"
"367","left","center"
"368","left","left"
"369","left","right"
"370","left","leanleft"
"371","left","left"
"372","left","leanleft"
"373","left","left"
"374","left","leanleft"
"375","left","left"
"376","left","right"
"377","left","center"
"378","left","right"
"379","left","leanright"
"380","left","left"
"381","left","center"
"382","left","left"
"383","left","leanright"
"384","left","left"
"385","left","right"
"386","left","left"
"387","left","leanleft"
"388","left","left"
"389","left","left"
"390","left","left"
"391","left","left"
"392","left","leanright"
"393","left","left"
"394","left","leanright"
"395","left","left"
"396","left","left"
"397","left","right"
"398","left","left"
"399","left","left"
"400","left","leanright"
"401","left","left"
"402","left","leanleft"
"403","left","right"
"404","left","left"
"405","left","left"
"406","left","left"
"407","left","left"
"408","left","right"
"409","left","leanright"
"410","left","left"
"411","left","right"
"412","left","left"
"413","left","left"
"414","left","left"
"415","left","left"
"416","left","left"
"417","left","left"
"418","left","center"
"419","left","left"
"420","left","left"
"421","left","right"
"422","left","leanleft"
"423","left","right"
"424","left","left"
"425","left","left"
"426","left","right"
"427","left","left"
"428","left","leanright"
"429","left","right"
"430","left","leanright"
"431","left","left"
"432","left","leanright"
"433","left","left"
"434","left","left"
"435","left","leanright"
"436","left","left"
"437","left","leanleft"
"438","left","left"
"439","left","right"
"440","left","leanleft"
"441","left","left"
"442","left","left"
"443","left","left"
"444","left","left"
"445","left","left"
"446","left","left"
"447","left","left"
"448","left","left"
"449","left","left"
"450","left","left"
"451","left","left"
"452","left","left"
"453","left","left"
"454","left","left"
"455","left","left"
"456","left","right"
"457","left","right"
"458","left","right"
"459","left","left"
"460","left","left"
"461","left","left"
"462","left","left"
"463","left","right"
"464","left","left"
"465","left","left"
"466","left","center"
"467","left","leanleft"
"468","left","leanleft"
"469","left","leanright"
"470","left","left"
"471","left","right"
"472","left","center"
"473","left","right"
"474","left","right"
"475","left","right"
"476","left","left"
"477","left","left"
"478","left","left"
"479","left","right"
"480","left","left"
"481","left","left"
"482","left","left"
"483","left","center"
"484","left","leanleft"
"485","left","leanleft"
"486","left","right"
"487","left","left"
"488","left","left"
"489","left","left"
"490","left","left"
"491","left","right"
"492","left","left"
"493","left","left"
"494","left","leanright"
"495","left","left"
"496","left","leanleft"
"497","left","center"
"498","left","left"
"499","left","right"
"500","left","left"
"501","left","left"
"502","left","left"
"503","left","leanleft"
"504","left","left"
"505","left","right"
"506","left","left"
"507","left","right"
"508","left","leanright"
"509","left","center"
"510","left","left"
"511","left","right"
"512","left","left"
"513","left","left"
"514","left","center"
"515","left","right"
"516","left","left"
"517","left","right"
"518","left","leanleft"
"519","left","leanright"
"520","left","left"
"521","left","center"
"522","left","left"
"523","left","center"
"524","left","left"
"525","left","left"
"526","left","left"
"527","left","left"
"528","left","center"
"529","left","left"
"530","left","left"
"531","left","left"
"532","left","leanleft"
"533","left","left"
"534","left","left"
"535","left","leanleft"
"536","left","center"
"537","left","left"
"538","left","left"
"539","left","leanleft"
"540","left","left"
"541","left","left"
"542","left","center"
"543","left","left"
"544","left","left"
"545","left","right"
"546","left","leanright"
"547","left","left"
"548","left","leanright"
"549","left","left"
"550","left","left"
"551","left","right"
"552","left","leanleft"
"553","left","left"
"554","left","right"
"555","left","leanright"
"556","left","center"
"557","left","left"
"558","left","left"
"559","left","left"
"560","left","left"
"561","left","left"
"562","left","left"
"563","left","left"
"564","left","leanright"
"565","left","left"
"566","left","center"
"567","left","left"
"568","left","left"
"569","left","leanleft"
"570","left","leanright"
"571","left","right"
"572","left","center"
"573","left","left"
"574","left","left"
"575","left","left"
"576","left","right"
"577","left","left"
"578","left","leanleft"
"579","left","left"
"580","left","right"
"581","left","left"
"582","left","leanright"
"583","left","left"
"584","left","right"
"585","left","left"
"586","left","center"
"587","left","left"
"588","left","leanright"
"589","left","left"
"590","left","leanright"
"591","left","leanleft"
"592","left","left"
"593","left","right"
"594","left","left"
"595","left","leanleft"
"596","left","leanleft"
"597","left","left"
"598","left","left"
"599","left","left"
"600","left","leanright"
"601","left","left"
"602","left","right"
"603","left","right"
"604","left","left"
"605","left","center"
"606","left","right"
"607","left","center"
"608","left","right"
"609","left","center"
"610","left","leanleft"
"611","left","leanleft"
"612","left","leanright"
"613","left","right"
"614","left","right"
"615","left","leanright"
"616","left","left"
"617","left","left"
"618","left","leanright"
"619","left","leanleft"
"620","left","left"
"621","left","left"
"622","left","left"
"623","left","left"
"624","left","right"
"625","left","left"
"626","left","left"
"627","left","left"
"628","left","leanright"
"629","left","left"
"630","left","left"
"631","left","leanleft"
"632","left","left"
"633","left","left"
"634","left","center"
"635","left","left"
"636","left","left"
"637","left","left"
"638","left","left"
"639","left","center"
"640","left","left"
"641","left","right"
"642","left","leanright"
"643","left","leanleft"
"644","left","left"
"645","left","left"
"646","left","left"
"647","left","left"
"648","left","leanright"
"649","left","right"
"650","left","leanleft"
"651","left","left"
"652","left","left"
"653","left","leanleft"
"654","left","left"
"655","left","left"
"656","left","leanleft"
"657","left","left"
"658","left","leanleft"
"659","left","left"
"660","left","left"
"661","left","left"
"662","left","left"
"663","left","leanright"
"664","left","left"
"665","left","left"
"666","left","left"
"667","left","left"
"668","left","center"
"669","left","leanleft"
"670","left","left"
"671","left","left"
"672","left","left"
"673","left","right"
"674","left","left"
"675","left","leanright"
"676","left","right"
"677","left","right"
"678","left","right"
"679","left","leanleft"
"680","left","left"
"681","left","center"
"682","left","left"
"683","left","center"
"684","left","leanleft"
"685","left","right"
"686","left","right"
"687","left","center"
"688","left","left"
"689","left","left"
"690","left","left"
"691","left","left"
"692","left","left"
"693","left","right"
"694","left","left"
"695","left","left"
"696","left","left"
"697","left","right"
"698","left","right"
"699","left","left"
"700","left","leanright"
"701","left","leanleft"
"702","left","left"
"703","left","left"
"704","left","left"
"705","left","leanleft"
"706","left","left"
"707","left","leanright"
"708","left","leanright"
"709","left","left"
"710","left","right"
"711","left","left"
"712","left","leanleft"
"713","left","leanright"
"714","left","left"
"715","left","left"
"716","left","center"
"717","left","leanleft"
"718","left","center"
"719","left","left"
"720","left","right"
"721","left","left"
"722","left","center"
"723","left","left"
"724","left","left"
"725","left","left"
"726","left","leanleft"
"727","left","left"
"728","left","right"
"729","left","left"
"730","left","leanleft"
"731","left","leanleft"
"732","left","left"
"733","left","left"
"734","left","leanleft"
"735","left","center"
"736","left","left"
"737","left","leanright"
"738","left","leanleft"
"739","left","left"
"740","left","leanright"
"741","left","left"
"742","left","left"
"743","left","left"
"744","left","left"
"745","left","left"
"746","left","center"
"747","left","left"
"748","left","left"
"749","left","left"
"750","left","left"
"751","left","right"
"752","left","center"
"753","left","left"
"754","left","center"
"755","left","left"
"756","left","left"
"757","left","center"
"758","left","leanleft"
"759","left","left"
"760","left","left"
"761","left","left"
"762","left","center"
"763","left","left"
"764","left","left"
"765","left","center"
"766","left","left"
"767","left","right"
"768","left","left"
"769","left","center"
"770","left","left"
"771","left","right"
"772","left","left"
"773","left","left"
"774","left","left"
"775","left","right"
"776","left","left"
"777","left","left"
"778","left","left"
"779","left","left"
"780","left","left"
"781","left","leanleft"
"782","left","left"
"783","left","left"
"784","left","leanleft"
"785","left","leanleft"
"786","left","right"
"787","left","left"
"788","left","left"
"789","left","left"
"790","left","left"
"791","left","left"
"792","left","right"
"793","left","left"
"794","left","left"
"795","left","leanright"
"796","left","left"
"797","left","left"
"798","left","left"
"799","left","left"
"800","left","left"
"801","left","right"
"802","left","leanright"
"803","left","left"
"804","left","leanleft"
"805","left","left"
"806","left","leanleft"
"807","left","left"
"808","left","left"
"809","left","left"
"810","left","left"
"811","left","left"
"812","left","left"
"813","left","leanleft"
"814","left","left"
"815","left","left"
"816","left","right"
"817","left","left"
"818","left","center"
"819","left","left"
"820","left","left"
"821","left","leanright"
"822","left","left"
"823","left","left"
"824","left","right"
"825","left","center"
"826","left","left"
"827","left","left"
"828","left","left"
"829","left","right"
"830","left","left"
"831","left","left"
"832","left","center"
"833","left","left"
"834","left","left"
"835","left","left"
"836","left","left"
"837","left","left"
"838","left","center"
"839","left","leanleft"
"840","left","left"
"841","left","left"
"842","left","leanright"
"843","left","leanleft"
"844","left","leanright"
"845","left","leanleft"
"846","left","left"
"847","left","left"
"848","left","right"
"849","left","left"
"850","left","leanright"
"851","left","leanleft"
"852","left","left"
"853","left","left"
"854","left","leanleft"
"855","left","left"
"856","left","right"
"857","left","left"
"858","left","left"
"859","left","center"
"860","left","left"
"861","left","left"
"862","left","left"
"863","left","left"
"864","left","leanleft"
"865","left","right"
"866","left","right"
"867","left","left"
"868","left","leanright"
"869","left","left"
"870","left","left"
"871","left","center"
"872","left","left"
"873","left","left"
"874","left","right"
"875","left","left"
"876","left","left"
"877","left","right"
"878","left","center"
"879","left","right"
"880","left","leanright"
"881","left","left"
"882","left","left"
"883","left","left"
"884","left","right"
"885","left","leanleft"
"886","left","leanright"
"887","left","left"
"888","left","left"
"889","left","leanright"
"890","left","leanleft"
"891","left","leanright"
"892","left","left"
"893","left","right"
"894","left","left"
"895","left","left"
"896","left","left"
"897","left","center"
"898","left","leanright"
"899","left","leanleft"
"900","left","leanright"
"901","left","left"
"902","left","left"
"903","left","left"
"904","left","leanleft"
"905","left","left"
"906","left","left"
"907","left","left"
"908","left","right"
"909","left","leanleft"
"910","left","left"
"911","left","left"
"912","left","leanleft"
"913","left","left"
"914","left","left"
"915","left","left"
"916","left","left"
"917","left","left"
"918","left","left"
"919","left","left"
"920","left","center"
"921","left","leanleft"
"922","left","left"
"923","left","leanleft"
"924","left","left"
"925","left","leanright"
"926","left","left"
"927","left","right"
"928","left","left"
"929","left","left"
"930","left","left"
"931","left","left"
"932","left","right"
"933","left","left"
"934","left","left"
"935","left","leanright"
"936","left","left"
"937","left","left"
"938","left","leanleft"
"939","left","leanleft"
"940","left","leanleft"
"941","left","left"
"942","left","leanleft"
"943","left","center"
"944","left","left"
"945","left","left"
"946","left","right"
"947","left","left"
"948","left","left"
"949","left","left"
"950","left","left"
"951","left","left"
"952","left","left"
"953","left","right"
"954","left","leanright"
"955","left","left"
"956","left","left"
"957","left","left"
"958","left","center"
"959","left","leanleft"
"960","left","left"
"961","left","left"
"962","left","left"
"963","left","leanleft"
"964","left","left"
"965","left","left"
"966","left","left"
"967","left","left"
"968","left","left"
"969","left","left"
"970","left","leanleft"
"971","left","left"
"972","left","leanleft"
"973","left","leanright"
"974","left","right"
"975","left","leanleft"
"976","left","left"
"977","left","left"
"978","left","left"
"979","left","right"
"980","left","left"
"981","left","left"
"982","left","center"
"983","left","leanright"
"984","left","center"
"985","left","leanleft"
"986","left","left"
"987","left","center"
"988","left","right"
"989","left","left"
"990","left","left"
"991","left","left"
"992","left","center"
"993","left","center"
"994","left","left"
"995","left","left"
"996","left","left"
"997","left","left"
"998","left","right"
"999","left","leanleft"
"1000","left","left"
"1001","left","leanleft"
"1002","left","left"
"1003","left","leanright"
"1004","left","leanright"
"1005","left","left"
"1006","left","left"
"1007","left","left"
"1008","left","leanleft"
"1009","left","right"
"1010","left","right"
"1011","left","right"
"1012","left","left"
"1013","left","left"
"1014","left","left"
"1015","left","left"
"1016","left","left"
"1017","left","right"
"1018","left","left"
"1019","left","left"
"1020","left","center"
"1021","left","left"
"1022","left","left"
"1023","left","left"
"1024","left","left"
"1025","left","leanleft"
"1026","left","left"
"1027","left","center"
"1028","left","leanleft"
"1029","left","left"
"1030","left","left"
"1031","left","left"
"1032","left","leanleft"
"1033","left","left"
"1034","left","left"
"1035","left","center"
"1036","left","left"
"1037","left","leanright"
"1038","left","leanleft"
"1039","left","left"
"1040","left","leanleft"
"1041","left","leanright"
"1042","left","left"
"1043","left","right"
"1044","left","center"
"1045","left","left"
"1046","left","leanright"
"1047","left","right"
"1048","left","right"
"1049","left","left"
"1050","left","center"
"1051","left","leanright"
"1052","left","leanleft"
"1053","left","left"
"1054","left","right"
"1055","left","left"
"1056","left","leanright"
"1057","left","left"
"1058","left","leanright"
"1059","left","left"
"1060","left","left"
"1061","left","left"
"1062","left","leanleft"
"1063","left","leanleft"
"1064","left","center"
"1065","left","left"
"1066","left","leanright"
"1067","left","left"
"1068","left","left"
"1069","left","left"
"1070","left","right"
"1071","left","left"
"1072","left","leanleft"
"1073","left","left"
"1074","left","left"
"1075","left","left"
"1076","left","left"
"1077","left","left"
"1078","left","leanleft"
"1079","left","left"
"1080","left","leanleft"
"1081","left","leanleft"
"1082","left","left"
"1083","left","leanleft"
"1084","left","left"
"1085","left","left"
"1086","left","left"
"1087","left","leanright"
"1088","left","right"
"1089","left","center"
"1090","left","right"
"1091","left","left"
"1092","left","center"
"1093","left","leanright"
"1094","left","leanleft"
"1095","left","left"
"1096","left","left"
"1097","left","left"
"1098","left","left"
"1099","left","center"
"1100","left","leanright"
"1101","left","left"
"1102","left","left"
"1103","left","leanleft"
"1104","left","left"
"1105","left","left"
"1106","left","left"
"1107","left","left"
"1108","left","left"
"1109","left","left"
"1110","left","leanright"
"1111","left","left"
"1112","left","left"
"1113","left","right"
"1114","left","left"
"1115","left","right"
"1116","left","left"
"1117","left","right"
"1118","left","center"
"1119","left","right"
"1120","left","leanright"
"1121","left","right"
"1122","left","leanright"
"1123","left","left"
"1124","left","left"
"1125","left","left"
"1126","left","left"
"1127","left","left"
"1128","left","leanright"
"1129","left","left"
"1130","left","center"
"1131","left","left"
"1132","left","leanleft"
"1133","left","left"
"1134","left","right"
"1135","left","left"
"1136","left","left"
"1137","left","left"
"1138","left","leanright"
"1139","left","left"
"1140","left","left"
"1141","left","left"
"1142","left","left"
"1143","left","left"
"1144","left","left"
"1145","left","right"
"1146","left","right"
"1147","left","left"
"1148","left","right"
"1149","left","left"
"1150","left","left"
"1151","left","leanleft"
"1152","left","left"
"1153","left","left"
"1154","left","center"
"1155","left","right"
"1156","left","right"
"1157","left","left"
"1158","left","right"
"1159","left","left"
"1160","left","leanright"
"1161","left","left"
"1162","left","left"
"1163","left","left"
"1164","left","left"
"1165","left","left"
"1166","left","left"
"1167","left","left"
"1168","left","center"
"1169","left","left"
"1170","left","left"
"1171","left","left"
"1172","left","leanright"
"1173","left","left"
"1174","left","left"
"1175","left","leanright"
"1176","left","left"
"1177","left","leanright"
"1178","left","left"
"1179","left","leanleft"
"1180","left","left"
"1181","left","leanleft"
"1182","left","left"
"1183","left","left"
"1184","left","left"
"1185","left","leanleft"
"1186","left","left"
"1187","left","left"
"1188","left","leanleft"
"1189","left","center"
"1190","left","left"
"1191","left","leanright"
"1192","left","right"
"1193","left","left"
"1194","left","left"
"1195","left","left"
"1196","left","left"
"1197","left","left"
"1198","left","left"
"1199","left","leanleft"
"1200","left","leanright"
"1201","left","left"
"1202","left","left"
"1203","left","left"
"1204","left","leanright"
"1205","left","center"
"1206","left","leanleft"
"1207","left","center"
"1208","left","left"
"1209","left","left"
"1210","left","right"
"1211","left","left"
"1212","left","left"
"1213","left","left"
"1214","left","leanleft"
"1215","left","left"
"1216","left","left"
"1217","left","leanright"
"1218","left","left"
"1219","left","leanright"
"1220","left","left"
"1221","left","left"
"1222","left","leanleft"
"1223","left","left"
"1224","left","leanright"
"1225","left","left"
"1226","left","left"
"1227","left","left"
"1228","left","left"
"1229","left","leanright"
"1230","left","left"
"1231","left","left"
"1232","left","leanleft"
"1233","left","center"
"1234","left","right"
"1235","left","left"
"1236","left","left"
"1237","left","left"
"1238","left","left"
"1239","left","center"
"1240","left","right"
"1241","left","leanright"
"1242","left","left"
"1243","left","left"
"1244","left","left"
"1245","left","left"
"1246","left","leanleft"
"1247","left","left"
"1248","left","left"
"1249","left","left"
"1250","left","leanright"
"1251","left","leanright"
"1252","left","right"
"1253","left","left"
"1254","left","left"
"1255","left","left"
"1256","left","left"
"1257","left","left"
"1258","left","leanleft"
"1259","left","leanleft"
"1260","left","left"
"1261","left","right"
"1262","left","left"
"1263","left","leanleft"
"1264","left","left"
"1265","left","left"
"1266","left","right"
"1267","left","left"
"1268","left","right"
"1269","left","leanright"
"1270","left","leanright"
"1271","left","right"
"1272","left","left"
"1273","left","left"
"1274","left","left"
"1275","left","right"
"1276","left","left"
"1277","left","left"
"1278","left","right"
"1279","left","left"
"1280","left","left"
"1281","left","left"
"1282","left","center"
"1283","left","left"
"1284","left","left"
"1285","left","right"
"1286","left","left"
"1287","left","leanright"
"1288","left","left"
"1289","left","left"
"1290","left","left"
"1291","left","leanright"
"1292","left","right"
"1293","left","left"
"1294","left","right"
"1295","left","right"
"1296","left","left"
"1297","left","center"
"1298","left","right"
"1299","left","center"
"1300","left","leanleft"
"1301","left","left"
"1302","left","left"
"1303","left","leanleft"
"1304","left","left"
"1305","left","left"
"1306","left","left"
"1307","left","left"
"1308","left","left"
"1309","left","leanright"
"1310","left","right"
"1311","left","left"
"1312","left","left"
"1313","left","leanleft"
"1314","left","leanright"
"1315","left","leanleft"
"1316","left","left"
"1317","left","left"
"1318","left","center"
"1319","left","left"
"1320","left","left"
"1321","left","left"
"1322","left","left"
"1323","left","center"
"1324","left","left"
"1325","left","right"
"1326","left","leanleft"
"1327","left","left"
"1328","left","left"
"1329","left","left"
"1330","left","leanright"
"1331","left","left"
"1332","left","left"
"1333","left","left"
"1334","left","right"
"1335","left","left"
"1336","left","leanright"
"1337","left","center"
"1338","left","right"
"1339","left","right"
"1340","left","center"
"1341","left","left"
"1342","left","left"
"1343","left","left"
"1344","left","left"
"1345","left","left"
"1346","left","leanleft"
"1347","left","left"
"1348","left","center"
"1349","left","leanleft"
"1350","left","left"
"1351","left","left"
"1352","left","left"
"1353","left","left"
"1354","left","leanleft"
"1355","left","right"
"1356","left","leanleft"
"1357","left","left"
"1358","left","left"
"1359","left","leanleft"
"1360","left","leanleft"
"1361","left","right"
"1362","left","left"
"1363","left","leanright"
"1364","left","right"
"1365","left","leanright"
"1366","left","right"
"1367","left","left"
"1368","left","left"
"1369","left","left"
"1370","left","left"
"1371","left","leanright"
"1372","left","left"
"1373","left","center"
"1374","left","left"
"1375","left","right"
"1376","left","leanright"
"1377","left","leanleft"
"1378","left","leanright"
"1379","left","left"
"1380","left","left"
"1381","left","right"
"1382","left","leanright"
"1383","left","right"
"1384","left","left"
"1385","left","center"
"1386","left","center"
"1387","left","left"
"1388","left","left"
"1389","left","right"
"1390","left","leanleft"
"1391","left","left"
"1392","left","right"
"1393","left","left"
"1394","left","right"
"1395","left","left"
"1396","left","left"
"1397","left","left"
"1398","left","leanright"
"1399","left","left"
"1400","left","left"
"1401","left","leanleft"
"1402","left","left"
"1403","left","leanleft"
"1404","left","leanleft"
"1405","left","leanleft"
"1406","left","leanleft"
"1407","left","left"
"1408","left","leanleft"
"1409","left","right"
"1410","left","left"
"1411","left","right"
"1412","left","left"
"1413","left","left"
"1414","left","left"
"1415","left","left"
"1416","left","left"
"1417","left","center"
"1418","left","right"
"1419","left","center"
"1420","left","leanright"
"1421","left","left"
"1422","left","left"
"1423","left","leanright"
"1424","left","right"
"1425","left","left"
"1426","left","left"
"1427","left","left"
"1428","left","left"
"1429","left","leanleft"
"1430","left","left"
"1431","left","left"
"1432","left","right"
"1433","left","right"
"1434","left","right"
"1435","left","left"
"1436","left","right"
"1437","left","left"
"1438","left","leanright"
"1439","left","left"
"1440","left","left"
"1441","left","left"
"1442","left","right"
"1443","left","left"
"1444","left","right"
"1445","left","right"
"1446","left","left"
"1447","left","left"
"1448","left","left"
"1449","left","left"
"1450","left","leanright"
"1451","left","left"
"1452","left","left"
"1453","left","left"
"1454","left","left"
"1455","left","center"
"1456","left","left"
"1457","left","left"
"1458","left","right"
"1459","left","left"
"1460","left","left"
"1461","left","left"
"1462","left","left"
"1463","left","left"
"1464","left","left"
"1465","left","right"
"1466","left","left"
"1467","left","left"
"1468","left","left"
"1469","left","left"
"1470","left","left"
"1471","left","leanleft"
"1472","left","left"
"1473","left","left"
"1474","left","leanleft"
"1475","left","center"
"1476","left","leanright"
"1477","left","left"
"1478","left","right"
"1479","left","left"
"1480","left","leanleft"
"1481","left","left"
"1482","left","left"
"1483","left","left"
"1484","left","center"
"1485","left","leanright"
"1486","left","left"
"1487","left","left"
"1488","left","left"
"1489","left","left"
"1490","left","left"
"1491","left","left"
"1492","left","left"
"1493","left","left"
"1494","left","left"
"1495","left","left"
"1496","left","left"
"1497","left","left"
"1498","left","left"
"1499","left","left"
"1500","left","right"
"1501","left","center"
"1502","left","right"
"1503","left","center"
"1504","left","leanright"
"1505","left","leanright"
"1506","left","right"
"1507","left","center"
"1508","left","left"
"1509","left","left"
"1510","left","center"
"1511","left","leanright"
"1512","left","left"
"1513","left","center"
"1514","left","left"
"1515","left","right"
"1516","left","leanleft"
"1517","left","left"
"1518","left","leanleft"
"1519","left","left"
"1520","left","left"
"1521","left","right"
"1522","left","right"
"1523","left","left"
"1524","left","right"
"1525","left","left"
"1526","left","left"
"1527","left","center"
"1528","left","right"
"1529","left","leanleft"
"1530","left","leanright"
"1531","left","left"
"1532","left","leanright"
"1533","left","leanright"
"1534","left","right"
"1535","left","right"
"1536","left","left"
"1537","left","left"
"1538","left","leanleft"
"1539","left","right"
"1540","left","left"
"1541","left","leanleft"
"1542","left","left"
"1543","left","left"
"1544","left","left"
"1545","left","right"
"1546","left","right"
"1547","left","leanleft"
"1548","left","leanright"
"1549","left","left"
"1550","left","left"
"1551","left","right"
"1552","left","left"
"1553","left","right"
"1554","left","left"
"1555","left","left"
"1556","left","left"
"1557","left","left"
"1558","left","left"
"1559","left","left"
"1560","left","left"
"1561","left","left"
"1562","left","left"
"1563","left","right"
"1564","left","center"
"1565","left","left"
"1566","left","left"
"1567","left","leanleft"
