"","V1","V2"
"164","left","leanright"
"165","left","left"
"166","left","right"
"167","left","right"
"168","left","left"
"169","left","left"
"170","left","leanright"
"171","left","leanright"
"172","left","left"
"173","left","leanright"
"174","left","left"
"175","left","leanleft"
"176","left","center"
"177","left","left"
"178","left","left"
"179","left","left"
"180","left","right"
"181","left","right"
"182","left","leanleft"
"183","left","left"
"184","left","left"
"185","left","left"
"186","left","left"
"187","left","left"
"188","left","left"
"189","left","left"
"190","left","left"
"191","left","left"
"192","left","left"
"193","left","leanright"
"194","left","leanright"
"195","left","leanright"
"196","left","left"
"197","left","left"
"198","left","center"
"199","left","leanright"
"200","left","left"
"201","left","leanright"
"202","left","left"
"203","left","right"
"204","left","center"
"205","left","left"
"206","left","leanleft"
"207","left","center"
"208","left","left"
"209","left","leanright"
"210","left","leanright"
"211","left","left"
"212","left","left"
"213","left","leanleft"
"214","left","center"
"215","left","right"
"216","left","left"
"217","left","left"
"218","left","left"
"219","left","leanright"
"220","left","left"
"221","left","left"
"222","left","left"
"223","left","leanright"
"224","left","leanright"
"225","left","leanright"
"226","left","leanleft"
"227","left","right"
"228","left","left"
"229","left","left"
"230","left","right"
"231","left","left"
"232","left","leanright"
"233","left","leanright"
"234","left","left"
"235","left","left"
"236","left","right"
"237","left","left"
"238","left","left"
"239","left","center"
"240","left","right"
"241","left","left"
"242","left","left"
"243","left","left"
"244","left","left"
"245","left","leanright"
"246","left","left"
"247","left","left"
"248","left","right"
"249","left","left"
"250","left","left"
"251","left","leanleft"
"252","left","left"
"253","left","left"
"254","left","left"
"255","left","leanright"
"256","left","left"
"257","left","left"
"258","left","right"
"259","left","leanright"
"260","left","left"
"261","left","left"
"262","left","left"
"263","left","left"
"264","left","right"
"265","left","left"
"266","left","left"
"267","left","left"
"268","left","right"
"269","left","center"
"270","left","leanright"
"271","left","left"
"272","left","right"
"273","left","leanleft"
"274","left","left"
"275","left","left"
"276","left","left"
"277","left","left"
"278","left","left"
"279","left","leanright"
"280","left","left"
"281","left","left"
"282","left","left"
"283","left","right"
"284","left","left"
"285","left","left"
"286","left","leanright"
"287","left","left"
"288","left","left"
"289","left","leanright"
"290","left","right"
"291","left","left"
"292","left","center"
"293","left","left"
"294","left","leanright"
"295","left","leanright"
"296","left","left"
"297","left","left"
"298","left","left"
"299","left","left"
"300","left","left"
"301","left","left"
"302","left","left"
"303","left","left"
"304","left","leanright"
"305","left","leanright"
"306","left","left"
"307","left","left"
"308","left","left"
"309","left","left"
"310","left","right"
"311","left","left"
"312","left","left"
"313","left","right"
"314","left","left"
"315","left","right"
"316","left","center"
"317","left","leanleft"
"318","left","center"
"319","left","left"
"320","left","leanright"
"321","left","left"
"322","left","leanright"
"323","left","leanright"
"324","left","left"
"325","left","leanleft"
"326","left","right"
"327","left","left"
"328","left","right"
"329","left","left"
"330","left","leanright"
"331","left","left"
"332","left","left"
"333","left","left"
"334","left","left"
"335","left","left"
"336","left","leanleft"
"337","left","left"
"338","left","leanright"
"339","left","left"
"340","left","center"
"341","left","leanright"
"342","left","right"
"343","left","leanright"
"344","left","left"
"345","left","left"
"346","left","left"
"347","left","left"
"348","left","left"
"349","left","left"
"350","left","leanleft"
"351","left","left"
"352","left","leanright"
"353","left","left"
"354","left","left"
"355","left","right"
"356","left","left"
"357","left","left"
"358","left","left"
"359","left","center"
"360","left","left"
"361","left","left"
"362","left","right"
"363","left","left"
"364","left","left"
"365","left","left"
"366","left","left"
"367","left","left"
"368","left","leanright"
"369","left","center"
"370","left","left"
"371","left","left"
"372","left","leanright"
"373","left","left"
"374","left","center"
"375","left","left"
"376","left","center"
"377","left","left"
"378","left","left"
"379","left","left"
"380","left","left"
"381","left","left"
"382","left","left"
"383","left","leanright"
"384","left","left"
"385","left","left"
"386","left","left"
"387","left","left"
"388","left","left"
"389","left","left"
"390","left","left"
"391","left","leanright"
"392","left","left"
"393","left","right"
"394","left","left"
"395","left","left"
"396","left","leanright"
"397","left","left"
"398","left","center"
"399","left","left"
"400","left","left"
"401","left","left"
"402","left","left"
"403","left","leanright"
"404","left","left"
"405","left","leanleft"
"406","left","left"
"407","left","left"
"408","left","left"
"409","left","leanright"
"410","left","center"
"411","left","left"
"412","left","left"
"413","left","right"
"414","left","right"
"415","left","left"
"416","left","left"
"417","left","left"
"418","left","leanright"
"419","left","leanright"
"420","left","left"
"421","left","left"
"422","left","left"
"423","left","left"
"424","left","left"
"425","left","leanright"
"426","left","left"
"427","left","left"
"428","left","left"
"429","left","center"
"430","left","left"
"431","left","left"
"432","left","left"
"433","left","left"
"434","left","left"
"435","left","leanleft"
"436","left","left"
"437","left","leanleft"
"438","left","left"
"439","left","leanleft"
"440","left","leanright"
"441","left","leanleft"
"442","left","left"
"443","left","left"
"444","left","left"
"445","left","left"
"446","left","left"
"447","left","leanright"
"448","left","center"
"449","left","left"
"450","left","left"
"451","left","left"
"452","left","leanleft"
"453","left","left"
"454","left","center"
"455","left","left"
"456","left","left"
"457","left","leanright"
"458","left","left"
"459","left","left"
"460","left","right"
"461","left","leanleft"
"462","left","leanright"
"463","left","center"
"464","left","left"
"465","left","left"
"466","left","left"
"467","left","left"
"468","left","left"
"469","left","left"
"470","left","left"
"471","left","left"
"472","left","leanleft"
"473","left","left"
"474","left","left"
"475","left","left"
"476","left","leanright"
"477","left","leanright"
"478","left","left"
"479","left","right"
"480","left","right"
"481","left","left"
"482","left","left"
"483","left","left"
"484","left","leanleft"
"485","left","left"
"486","left","left"
"487","left","left"
"488","left","left"
"489","left","left"
"490","left","center"
"491","left","left"
"492","left","leanright"
"493","left","left"
"494","left","left"
"495","left","left"
"496","left","leanright"
"497","left","left"
"498","left","right"
"499","left","left"
"500","left","leanleft"
"501","left","left"
"502","left","left"
"503","left","center"
"504","left","leanright"
"505","left","left"
"506","left","left"
"507","left","left"
"508","left","left"
"509","left","right"
"510","left","leanright"
"511","left","leanleft"
"512","left","left"
"513","left","left"
"514","left","center"
"515","left","left"
"516","left","leanleft"
"517","left","leanright"
"518","left","left"
"519","left","left"
"520","left","right"
"521","left","left"
"522","left","right"
"523","left","leanright"
"524","left","leanright"
"525","left","left"
"526","left","leanright"
"527","left","left"
"528","left","leanright"
"529","left","left"
"530","left","left"
"531","left","left"
"532","left","left"
"533","left","left"
"534","left","left"
"535","left","left"
"536","left","left"
"537","left","left"
"538","left","left"
"539","left","left"
"540","left","right"
"541","left","left"
"542","left","left"
"543","left","leanleft"
"544","left","leanright"
"545","left","left"
"546","left","leanright"
"547","left","left"
"548","left","left"
"549","left","leanright"
"550","left","left"
"551","left","left"
"552","left","right"
"553","left","left"
"554","left","center"
"555","left","left"
"556","left","left"
"557","left","left"
"558","left","leanright"
"559","left","left"
"560","left","center"
"561","left","left"
"562","left","leanright"
"563","left","left"
"564","left","left"
"565","left","center"
"566","left","leanleft"
"567","left","left"
"568","left","right"
"569","left","right"
"570","left","leanright"
"571","left","left"
"572","left","leanleft"
"573","left","left"
"574","left","left"
"575","left","left"
"576","left","left"
"577","left","leanright"
"578","left","left"
"579","left","left"
"580","left","right"
"581","left","left"
"582","left","left"
"583","left","left"
"584","left","right"
"585","left","leanleft"
"586","left","left"
"587","left","left"
"588","left","left"
"589","left","left"
"590","left","right"
"591","left","left"
"592","left","left"
"593","left","center"
"594","left","left"
"595","left","left"
"596","left","leanleft"
"597","left","right"
"598","left","left"
"599","left","left"
"600","left","right"
"601","left","left"
"602","left","left"
"603","left","left"
"604","left","right"
"605","left","left"
"606","left","left"
"607","left","left"
"608","left","right"
"609","left","left"
"610","left","left"
"611","left","right"
"612","left","right"
"613","left","center"
"614","left","leanright"
"615","left","left"
"616","left","left"
"617","left","leanright"
"618","left","center"
"619","left","leanright"
"620","left","leanright"
"621","left","left"
"622","left","leanright"
"623","left","left"
"624","left","left"
"625","left","left"
"626","left","left"
"627","left","center"
"628","left","left"
"629","left","left"
"630","left","left"
"631","left","left"
"632","left","left"
"633","left","left"
"634","left","center"
"635","left","left"
"636","left","right"
"637","left","left"
"638","left","left"
"639","left","leanleft"
"640","left","leanright"
"641","left","left"
"642","left","left"
"643","left","left"
"644","left","leanright"
"645","left","left"
"646","left","left"
"647","left","right"
"648","left","right"
"649","left","right"
"650","left","leanleft"
"651","left","left"
"652","left","left"
"653","left","leanleft"
"654","left","left"
"655","left","left"
"656","left","leanright"
"657","left","left"
"658","left","left"
"659","left","left"
"660","left","leanleft"
"661","left","left"
"662","left","left"
"663","left","leanleft"
"664","left","leanright"
"665","left","left"
"666","left","left"
"667","left","right"
"668","left","center"
"669","left","left"
"670","left","leanright"
"671","left","left"
"672","left","left"
"673","left","left"
"674","left","left"
"675","left","left"
"676","left","left"
"677","left","leanleft"
"678","left","right"
"679","left","left"
"680","left","left"
"681","left","left"
"682","left","left"
"683","left","leanright"
"684","left","left"
"685","left","left"
"686","left","right"
"687","left","center"
"688","left","left"
"689","left","leanright"
"690","left","left"
"691","left","leanright"
"692","left","left"
"693","left","leanright"
"694","left","left"
"695","left","right"
"696","left","left"
"697","left","left"
"698","left","leanleft"
"699","left","left"
"700","left","leanright"
"701","left","leanright"
"702","left","left"
"703","left","left"
"704","left","leanright"
"705","left","leanright"
"706","left","left"
"707","left","center"
"708","left","leanright"
"709","left","left"
"710","left","center"
"711","left","left"
"712","left","left"
"713","left","leanright"
"714","left","leanright"
"715","left","left"
"716","left","left"
"717","left","leanright"
"718","left","left"
"719","left","left"
"720","left","left"
"721","left","left"
"722","left","left"
"723","left","left"
"724","left","center"
"725","left","left"
"726","left","leanleft"
"727","left","leanright"
"728","left","center"
"729","left","leanright"
"730","left","leanleft"
"731","left","leanleft"
"732","left","left"
"733","left","leanleft"
"734","left","left"
"735","left","right"
"736","left","left"
"737","left","left"
"738","left","leanright"
"739","left","leanleft"
"740","left","leanright"
"741","left","left"
"742","left","left"
"743","left","left"
"744","left","left"
"745","left","center"
"746","left","left"
"747","left","left"
"748","left","left"
"749","left","leanleft"
"750","left","left"
"751","left","leanleft"
"752","left","left"
"753","left","left"
"754","left","left"
"755","left","leanleft"
"756","left","center"
"757","left","center"
"758","left","leanright"
"759","left","leanleft"
"760","left","leanright"
"761","left","left"
"762","left","left"
"763","left","left"
"764","left","left"
"765","left","left"
"766","left","right"
"767","left","left"
"768","left","left"
"769","left","right"
"770","left","leanright"
"771","left","left"
"772","left","leanright"
"773","left","left"
"774","left","left"
"775","left","left"
"776","left","right"
"777","left","left"
"778","left","left"
"779","left","leanright"
"780","left","left"
"781","left","left"
"782","left","left"
"783","left","left"
"784","left","leanright"
"785","left","center"
"786","left","left"
"787","left","left"
"788","left","leanright"
"789","left","left"
"790","left","leanleft"
"791","left","leanright"
"792","left","left"
"793","left","left"
"794","left","left"
"795","left","leanleft"
"796","left","left"
"797","left","left"
"798","left","left"
"799","left","left"
"800","left","left"
"801","left","left"
"802","left","right"
"803","left","leanleft"
"804","left","left"
"805","left","left"
"806","left","center"
"807","left","left"
"808","left","left"
"809","left","left"
"810","left","left"
"811","left","right"
"812","left","left"
"813","left","leanleft"
"814","left","left"
"815","left","left"
"816","left","left"
"817","left","leanright"
"818","left","left"
"819","left","left"
"820","left","leanleft"
"821","left","leanright"
"822","left","left"
"823","left","left"
"824","left","right"
"825","left","center"
"826","left","left"
"827","left","leanleft"
"828","left","left"
"829","left","left"
"830","left","left"
"831","left","left"
"832","left","left"
"833","left","center"
"834","left","leanleft"
"835","left","left"
"836","left","leanright"
"837","left","leanleft"
"838","left","center"
"839","left","leanright"
"840","left","center"
"841","left","left"
"842","left","leanright"
"843","left","left"
"844","left","left"
"845","left","left"
"846","left","left"
"847","left","left"
"848","left","right"
"849","left","leanright"
"850","left","leanright"
"851","left","left"
"852","left","left"
"853","left","center"
"854","left","right"
"855","left","left"
"856","left","center"
"857","left","left"
"858","left","left"
"859","left","leanleft"
"860","left","left"
"861","left","right"
"862","left","right"
"863","left","left"
"864","left","left"
"865","left","center"
"866","left","leanright"
"867","left","left"
"868","left","leanleft"
"869","left","left"
"870","left","left"
"871","left","leanleft"
"872","left","left"
"873","left","left"
"874","left","left"
"875","left","leanleft"
"876","left","left"
"877","left","leanright"
"878","left","leanright"
"879","left","left"
"880","left","leanright"
"881","left","left"
"882","left","left"
"883","left","left"
"884","left","right"
"885","left","left"
"886","left","left"
"887","left","left"
"888","left","left"
"889","left","leanright"
"890","left","left"
"891","left","left"
"892","left","left"
"893","left","left"
"894","left","left"
"895","left","left"
"896","left","left"
"897","left","center"
"898","left","center"
"899","left","left"
"900","left","leanright"
"901","left","left"
"902","left","left"
"903","left","leanleft"
"904","left","left"
"905","left","left"
"906","left","center"
"907","left","leanleft"
"908","left","right"
"909","left","leanright"
"910","left","left"
"911","left","left"
"912","left","left"
"913","left","left"
"914","left","left"
"915","left","left"
"916","left","left"
"917","left","right"
"918","left","left"
"919","left","leanright"
"920","left","right"
"921","left","center"
"922","left","left"
"923","left","left"
"924","left","left"
"925","left","left"
"926","left","left"
"927","left","leanleft"
"928","left","left"
"929","left","left"
"930","left","left"
"931","left","leanright"
"932","left","left"
"933","left","leanright"
"934","left","left"
"935","left","leanright"
"936","left","leanright"
"937","left","left"
"938","left","left"
"939","left","left"
"940","left","left"
"941","left","left"
"942","left","right"
"943","left","left"
"944","left","leanright"
"945","left","left"
"946","left","leanright"
"947","left","right"
"948","left","left"
"949","left","left"
"950","left","center"
"951","left","left"
"952","left","left"
"953","left","right"
"954","left","leanright"
"955","left","leanright"
"956","left","left"
"957","left","left"
"958","left","leanleft"
"959","left","leanleft"
"960","left","left"
"961","left","left"
"962","left","right"
"963","left","left"
"964","left","left"
"965","left","left"
"966","left","left"
"967","left","leanleft"
"968","left","left"
"969","left","right"
"970","left","right"
"971","left","left"
"972","left","left"
"973","left","right"
"974","left","leanright"
"975","left","right"
"976","left","left"
"977","left","left"
"978","left","right"
"979","left","left"
"980","left","leanright"
"981","left","left"
"982","left","left"
"983","left","leanright"
"984","left","left"
"985","left","leanleft"
"986","left","left"
"987","left","leanleft"
"988","left","right"
"989","left","left"
"990","left","left"
"991","left","right"
"992","left","leanleft"
"993","left","leanright"
"994","left","left"
"995","left","left"
"996","left","left"
"997","left","leanleft"
"998","left","right"
"999","left","left"
"1000","left","left"
"1001","left","left"
"1002","left","left"
"1003","left","left"
"1004","left","left"
"1005","left","left"
"1006","left","left"
"1007","left","left"
"1008","left","left"
"1009","left","left"
"1010","left","left"
"1011","left","left"
"1012","left","left"
"1013","left","left"
"1014","left","leanright"
"1015","left","leanright"
"1016","left","left"
"1017","left","center"
"1018","left","right"
"1019","left","left"
"1020","left","leanleft"
"1021","left","left"
"1022","left","left"
"1023","left","center"
"1024","left","left"
"1025","left","leanleft"
"1026","left","center"
"1027","left","leanright"
"1028","left","leanright"
"1029","left","right"
"1030","left","leanleft"
"1031","left","leanright"
"1032","left","right"
"1033","left","left"
"1034","left","left"
"1035","left","left"
"1036","left","leanright"
"1037","left","leanright"
"1038","left","leanright"
"1039","left","right"
"1040","left","leanleft"
"1041","left","center"
"1042","left","left"
"1043","left","left"
"1044","left","left"
"1045","left","left"
"1046","left","right"
"1047","left","right"
"1048","left","right"
"1049","left","left"
"1050","left","left"
"1051","left","left"
"1052","left","left"
"1053","left","left"
"1054","left","left"
"1055","left","left"
"1056","left","left"
"1057","left","left"
"1058","left","left"
"1059","left","center"
"1060","left","left"
"1061","left","leanleft"
"1062","left","leanright"
"1063","left","left"
"1064","left","leanleft"
"1065","left","left"
"1066","left","leanleft"
"1067","left","leanright"
"1068","left","left"
"1069","left","left"
"1070","left","left"
"1071","left","leanright"
"1072","left","leanright"
"1073","left","left"
"1074","left","left"
"1075","left","left"
"1076","left","left"
"1077","left","left"
"1078","left","left"
"1079","left","left"
"1080","left","left"
"1081","left","leanright"
"1082","left","left"
"1083","left","leanright"
"1084","left","leanleft"
"1085","left","left"
"1086","left","left"
"1087","left","left"
"1088","left","left"
"1089","left","leanleft"
"1090","left","left"
"1091","left","left"
"1092","left","left"
"1093","left","left"
"1094","left","left"
"1095","left","left"
"1096","left","left"
"1097","left","leanright"
"1098","left","leanleft"
"1099","left","right"
"1100","left","leanright"
"1101","left","right"
"1102","left","left"
"1103","left","left"
"1104","left","left"
"1105","left","left"
"1106","left","left"
"1107","left","leanright"
"1108","left","left"
"1109","left","left"
"1110","left","left"
"1111","left","left"
"1112","left","left"
"1113","left","left"
"1114","left","leanright"
"1115","left","right"
"1116","left","left"
"1117","left","left"
"1118","left","left"
"1119","left","left"
"1120","left","left"
"1121","left","left"
"1122","left","leanleft"
"1123","left","left"
"1124","left","center"
"1125","left","left"
"1126","left","left"
"1127","left","left"
"1128","left","left"
"1129","left","right"
"1130","left","left"
"1131","left","left"
"1132","left","leanright"
"1133","left","left"
"1134","left","left"
"1135","left","left"
"1136","left","left"
"1137","left","left"
"1138","left","leanright"
"1139","left","left"
"1140","left","left"
"1141","left","left"
"1142","left","left"
"1143","left","right"
"1144","left","left"
"1145","left","left"
"1146","left","leanright"
"1147","left","leanleft"
"1148","left","left"
"1149","left","center"
"1150","left","left"
"1151","left","left"
"1152","left","left"
"1153","left","leanleft"
"1154","left","left"
"1155","left","left"
"1156","left","left"
"1157","left","leanright"
"1158","left","left"
"1159","left","right"
"1160","left","left"
"1161","left","leanright"
"1162","left","left"
"1163","left","leanright"
"1164","left","center"
"1165","left","leanright"
"1166","left","right"
"1167","left","left"
"1168","left","left"
"1169","left","leanright"
"1170","left","left"
"1171","left","left"
"1172","left","leanright"
"1173","left","leanright"
"1174","left","leanleft"
"1175","left","left"
"1176","left","left"
"1177","left","left"
"1178","left","left"
"1179","left","leanright"
"1180","left","center"
"1181","left","right"
"1182","left","leanleft"
"1183","left","left"
"1184","left","left"
"1185","left","left"
"1186","left","leanleft"
"1187","left","right"
"1188","left","right"
"1189","left","left"
"1190","left","left"
"1191","left","left"
"1192","left","right"
"1193","left","left"
"1194","left","leanright"
"1195","left","right"
"1196","left","left"
"1197","left","left"
"1198","left","leanright"
"1199","left","leanright"
"1200","left","leanright"
"1201","left","left"
"1202","left","left"
"1203","left","center"
"1204","left","left"
"1205","left","left"
"1206","left","left"
"1207","left","left"
"1208","left","left"
"1209","left","left"
"1210","left","left"
"1211","left","left"
"1212","left","left"
"1213","left","left"
"1214","left","center"
"1215","left","left"
"1216","left","left"
"1217","left","leanright"
"1218","left","left"
"1219","left","left"
"1220","left","leanright"
"1221","left","leanleft"
"1222","left","leanleft"
"1223","left","left"
"1224","left","leanright"
"1225","left","left"
"1226","left","right"
"1227","left","center"
"1228","left","left"
"1229","left","left"
"1230","left","left"
"1231","left","leanright"
"1232","left","leanleft"
"1233","left","left"
"1234","left","left"
"1235","left","right"
"1236","left","left"
"1237","left","right"
"1238","left","center"
"1239","left","left"
"1240","left","left"
"1241","left","leanright"
"1242","left","left"
"1243","left","leanright"
"1244","left","left"
"1245","left","left"
"1246","left","left"
"1247","left","left"
"1248","left","left"
"1249","left","center"
"1250","left","left"
"1251","left","left"
"1252","left","left"
"1253","left","leanleft"
"1254","left","leanright"
"1255","left","leanleft"
"1256","left","left"
"1257","left","left"
"1258","left","left"
"1259","left","left"
"1260","left","left"
"1261","left","leanleft"
"1262","left","left"
"1263","left","center"
"1264","left","left"
"1265","left","left"
"1266","left","leanright"
"1267","left","left"
"1268","left","right"
"1269","left","left"
"1270","left","left"
"1271","left","right"
"1272","left","right"
"1273","left","left"
"1274","left","leanleft"
"1275","left","leanright"
"1276","left","right"
"1277","left","center"
"1278","left","left"
"1279","left","left"
"1280","left","left"
"1281","left","left"
"1282","left","right"
"1283","left","left"
"1284","left","leanleft"
"1285","left","leanright"
"1286","left","leanleft"
"1287","left","left"
"1288","left","leanright"
"1289","left","left"
"1290","left","left"
"1291","left","leanright"
"1292","left","leanleft"
"1293","left","left"
"1294","left","left"
"1295","left","left"
"1296","left","left"
"1297","left","left"
"1298","left","left"
"1299","left","leanleft"
"1300","left","left"
"1301","left","left"
"1302","left","left"
"1303","left","left"
"1304","left","left"
"1305","left","left"
"1306","left","left"
"1307","left","left"
"1308","left","leanright"
"1309","left","left"
"1310","left","left"
"1311","left","right"
"1312","left","leanleft"
"1313","left","leanleft"
"1314","left","left"
"1315","left","leanright"
"1316","left","left"
"1317","left","right"
"1318","left","leanright"
"1319","left","left"
"1320","left","right"
"1321","left","leanright"
"1322","left","leanleft"
"1323","left","leanright"
"1324","left","left"
"1325","left","leanright"
"1326","left","left"
"1327","left","left"
"1328","left","leanright"
"1329","left","left"
"1330","left","left"
"1331","left","left"
"1332","left","right"
"1333","left","left"
"1334","left","left"
"1335","left","right"
"1336","left","leanright"
"1337","left","leanright"
"1338","left","left"
"1339","left","left"
"1340","left","leanleft"
"1341","left","left"
"1342","left","leanleft"
"1343","left","left"
"1344","left","left"
"1345","left","left"
"1346","left","left"
"1347","left","leanleft"
"1348","left","left"
"1349","left","leanright"
"1350","left","left"
"1351","left","leanleft"
"1352","left","left"
"1353","left","center"
"1354","left","left"
"1355","left","right"
"1356","left","leanright"
"1357","left","center"
"1358","left","left"
"1359","left","right"
"1360","left","left"
"1361","left","right"
"1362","left","left"
"1363","left","left"
"1364","left","leanleft"
"1365","left","leanleft"
"1366","left","left"
"1367","left","right"
"1368","left","left"
"1369","left","left"
"1370","left","left"
"1371","left","left"
"1372","left","left"
"1373","left","left"
"1374","left","leanright"
"1375","left","leanright"
"1376","left","leanleft"
"1377","left","left"
"1378","left","leanright"
"1379","left","leanright"
"1380","left","leanright"
"1381","left","left"
"1382","left","leanright"
"1383","left","leanright"
"1384","left","left"
"1385","left","left"
"1386","left","right"
"1387","left","right"
"1388","left","left"
"1389","left","leanright"
"1390","left","right"
"1391","left","leanright"
"1392","left","left"
"1393","left","leanright"
"1394","left","left"
"1395","left","left"
"1396","left","left"
"1397","left","left"
"1398","left","left"
"1399","left","left"
"1400","left","left"
"1401","left","leanright"
"1402","left","left"
"1403","left","leanright"
"1404","left","left"
"1405","left","left"
"1406","left","leanleft"
"1407","left","left"
"1408","left","left"
"1409","left","right"
"1410","left","left"
"1411","left","left"
"1412","left","leanleft"
"1413","left","left"
"1414","left","left"
"1415","left","leanleft"
"1416","left","left"
"1417","left","left"
"1418","left","left"
"1419","left","left"
"1420","left","leanright"
"1421","left","left"
"1422","left","left"
"1423","left","leanleft"
"1424","left","left"
"1425","left","left"
"1426","left","left"
"1427","left","leanright"
"1428","left","leanleft"
"1429","left","leanright"
"1430","left","left"
"1431","left","left"
"1432","left","left"
"1433","left","left"
"1434","left","left"
"1435","left","left"
"1436","left","leanleft"
"1437","left","left"
"1438","left","left"
"1439","left","left"
"1440","left","left"
"1441","left","right"
"1442","left","center"
"1443","left","left"
"1444","left","leanright"
"1445","left","center"
"1446","left","left"
"1447","left","center"
"1448","left","leanright"
"1449","left","left"
"1450","left","left"
"1451","left","left"
"1452","left","leanleft"
"1453","left","left"
"1454","left","left"
"1455","left","left"
"1456","left","left"
"1457","left","left"
"1458","left","leanright"
"1459","left","left"
"1460","left","left"
"1461","left","left"
"1462","left","right"
"1463","left","left"
"1464","left","leanright"
"1465","left","left"
"1466","left","right"
"1467","left","left"
"1468","left","leanright"
"1469","left","left"
"1470","left","left"
"1471","left","left"
"1472","left","left"
"1473","left","right"
"1474","left","left"
"1475","left","leanright"
"1476","left","leanright"
"1477","left","leanleft"
"1478","left","left"
"1479","left","right"
"1480","left","leanright"
"1481","left","left"
"1482","left","left"
"1483","left","leanright"
"1484","left","left"
"1485","left","left"
"1486","left","left"
"1487","left","left"
"1488","left","left"
"1489","left","left"
"1490","left","leanright"
"1491","left","right"
"1492","left","leanleft"
"1493","left","left"
"1494","left","leanright"
"1495","left","left"
"1496","left","left"
"1497","left","left"
"1498","left","right"
"1499","left","left"
"1500","left","left"
"1501","left","left"
"1502","left","leanleft"
"1503","left","leanright"
"1504","left","leanright"
"1505","left","left"
"1506","left","left"
"1507","left","leanleft"
"1508","left","left"
"1509","left","left"
"1510","left","left"
"1511","left","right"
"1512","left","left"
"1513","left","leanright"
"1514","left","right"
"1515","left","leanright"
"1516","left","left"
"1517","left","leanleft"
"1518","left","left"
"1519","left","left"
"1520","left","left"
"1521","left","right"
"1522","left","left"
"1523","left","left"
"1524","left","leanleft"
"1525","left","left"
"1526","left","right"
"1527","left","center"
"1528","left","leanleft"
"1529","left","center"
"1530","left","leanright"
"1531","left","leanleft"
"1532","left","left"
"1533","left","left"
"1534","left","left"
"1535","left","leanleft"
"1536","left","center"
"1537","left","right"
"1538","left","left"
"1539","left","left"
"1540","left","left"
"1541","left","left"
"1542","left","left"
"1543","left","left"
"1544","left","left"
"1545","left","leanright"
"1546","left","leanright"
"1547","left","right"
"1548","left","left"
"1549","left","left"
"1550","left","left"
"1551","left","left"
"1552","left","left"
"1553","left","left"
"1554","left","left"
"1555","left","left"
"1556","left","left"
"1557","left","leanright"
"1558","left","leanright"
"1559","left","left"
"1560","left","leanright"
"1561","left","left"
"1562","left","left"
"1563","left","left"
"1564","left","left"
"1565","left","left"
"1566","left","left"
